gene_id	fpkm_TP53_1	fpkm_TP53_2	fpkm_TP53_3	fpkm_TertTP53_1	fpkm_TertTP53_2	fpkm_TertTP53_3	fpkm_Tert_1	fpkm_Tert_2	fpkm_Tert_3	fpkm_WT_1	fpkm_WT_2	fpkm_WT_3
368488	21.49	5.93	23.94	21.41	26.8	16.16	32.36	33.97	33.29	29.3	26.89	30.73
436871	8.91	8.34	9.02	10.87	7.28	6.34	6.4	8.92	5.82	6	8.97	9.11
415158	162.71	453.4	204.82	249.57	158.29	191.14	185.96	208.14	181.21	213.99	190.49	214.09
100329397	25.88	13.33	29.55	31.89	28.78	23.16	27.41	30.05	15.15	39.6	28.19	26.67
114442	24.32	16.24	18.72	35.22	29.75	18.79	19.42	23.31	14.76	24.65	22.47	27.95
553498	7.11	9.48	4.96	5.58	6.81	6.09	5.9	6.03	8.8	5.7	4.86	4.06
100005729	0	0	0	0.03	0	0	0.01	0.06	0.18	0	0	0
767766	5.2	5.61	3.94	4.84	4.24	7.16	4.3	8.63	5.75	3.77	4.34	2.49
568201	0.63	0	0.52	1.06	0.48	0.29	0.5	1.15	0.7	0.52	1.14	0.82
114465	0.03	0	0.22	0.05	0	0	0.09	1.97	0.64	0.27	0.11	0
556301	0.43	0.46	0.65	0.29	0.07	0.69	0.25	0.26	0.1	0.56	0.45	0
436967	10.88	5.78	4.49	4.26	4.87	10.28	4.43	7.19	4.12	5.18	3.56	5.22
447908	0.09	0.21	0.08	0.55	0.35	0.03	2.41	1.99	4.02	0.68	0.66	0.21
795671	0	0	0.03	0.03	0	0	0	0	0.13	0	0	0
100150046	1.96	0	0.2	0	3.24	0	0	0.18	0.99	1.93	4.39	2.64
447825	3.33	8.71	5.51	6.65	6.85	2.94	4.99	10.7	6.06	6.11	4.65	7.62
100499203	6.24	5.71	6.98	6.19	5.92	6.52	6.9	6.06	4.87	5.66	6.46	4.96
436888	8.26	11.48	11.82	8.66	11.29	13.43	8.15	9.37	7.29	14.7	10.48	9.55
108179154	0.29	0	0.17	1.07	0.73	0.78	0.79	0.53	0.81	1.23	0.92	1.2
568603	100.94	70.89	101.47	119.24	121.1	76.69	93.33	86.44	74.03	119.14	114.45	100.14
387600	6.42	6.12	6.16	5.11	6.52	6.48	7.47	8.94	6.72	6.74	6.4	6.41
559290	1.5	1.84	2.59	4.06	2.48	1.96	1.55	4.16	1.44	3.67	4.22	4.21
394213	2.94	2.13	2.51	2.76	2.1	2.32	2.98	2.41	6.35	2.09	1.82	2.2
322453	0	0.84	0.2	0	0	0	0	0.28	0.28	0	0	0.27
562245	2.21	4.99	3.34	4.21	3.99	2.66	2.18	3.97	4.69	2.88	1.89	3.46
101885514	0	0	0.16	0.52	0.27	0	0.03	0.44	0.52	0.84	0.18	0.14
406632	22.37	42.16	26.28	16.48	16.29	28.41	22.39	16.2	21.24	17.23	19.09	17.43
30208	0	0	0	0	0	0	0.08	0.06	0.04	0.25	0.02	0.02
541318	8.6	13.16	8.6	10.77	9.55	10.67	8.77	14.05	10.16	9.13	8.67	11.01
570504	16.25	2.38	9.99	23.2	26.85	7.89	7.08	14.97	9.43	14.98	9.28	23.62
107990272	0	0	0	0	0	0	0	0.04	0.23	0.22	0.17	0
101885045	0.45	0.02	0.14	0.04	0.1	0.14	0.09	0.16	1.19	0.12	0.16	0.18
556103	47.7	53.64	49.9	49.79	46.12	49.8	39.62	36.97	29.95	48.05	43.64	49.7
560703	1.44	0.08	0.89	2.55	1.41	0.29	0.6	1.35	1.28	1.49	0.74	2.8
100004247	0	0	0	0.06	0.18	0	0.23	0	0	0.05	0.06	0
561211	0	0	0.03	0	0	0	1.09	0.23	0.67	0	0	0
110439018	0	0.06	0.24	0.23	0.17	0.11	0	0.1	0.2	0	0.41	0.17
100001293	47.66	63.22	53.39	29.88	30.82	65	42.89	38.19	38.31	36.31	47.7	35.24
751733	4.55	0.24	4.88	6.36	5.87	4.61	6.09	5.16	3.65	5.54	6.03	3.53
563814	7.73	7.2	8.27	8.01	9.06	8.49	9.52	8.25	11.47	10.33	11.22	9.95
100148254	1.81	2.02	0.53	0.9	2.59	2.18	1.25	7.73	6.08	2.1	1.5	1.21
794519	0.05	0.28	0.1	0.27	0.15	0	0.14	0.34	0.05	0.28	0	0.14
791773	0.11	0	0.03	0.03	0.05	0.08	0.08	0.03	0.05	0	0.05	0.2
100003291	17.57	1.35	15.19	2.94	3.57	15.46	15.41	3.6	5.42	2.6	5.8	4.26
550502	9.65	2.05	9.62	9.6	11.28	4.49	11.15	9.32	13.39	7.76	8.19	12.06
442869	15.24	8.66	13.27	13.54	16.61	12.44	11.76	12.25	11.5	14.23	13.23	11.75
541348	120.31	168.3	141.59	91.16	85.75	149.93	73.87	79.07	66.13	104.09	105.13	91.29
101883120	0	0	0	0	0	0	0.02	0.08	0	0.02	0	0
100002454	5.19	0.71	7.43	7.52	11.66	4.5	9.4	8.32	11.17	13.3	10.93	10.2
323452	49.23	58.93	41.52	54.91	66.3	52.35	43.82	46.98	72.04	42.58	40.02	38.31
100004296	0.23	0	0.69	0.15	0.22	0.15	0.42	0.68	0.94	0.3	0.42	1.59
553960	0	1.72	0	0	0	0.35	0.17	0	0.36	0	0	0
555591	0	0	0.16	0.11	0.12	0.55	0.27	0.1	0.19	0.06	0.03	0.06
569893	3.14	10.44	4.31	0.49	1.88	1.42	0.45	1.5	2.55	0.14	7.32	6.47
100006583	0.18	0	0.03	0	0.06	0	0.1	0.1	0.09	0	0	0
393313	36.34	44.32	43.94	50.58	35.74	47.13	33.9	44.22	33.15	47.68	40.87	46.57
327625	0.07	0.95	0	1.34	0.03	0	0	1.26	0.2	0.6	0.03	0.1
100150849	35.93	33.21	30.32	14.94	13.14	48.78	23.25	20.79	12.09	12.4	20.59	21.12
558170	24.79	35.34	34.78	32.41	26.68	34.98	21.36	36.16	19.1	26.6	18.42	23.45
393175	2.05	2.49	3.13	2.28	3.44	2.31	3.97	6.29	8.18	2.98	3.58	3.07
550550	9.34	11.85	7.89	11.41	7.7	10.72	6.83	8.42	6.25	10.01	9.47	9.18
568954	16.75	0.94	15	6.95	9.01	14.95	19.25	7.73	8.67	10.2	10.66	11.18
83780	69.95	54.67	78.16	72.66	74.18	121.94	82.69	77.34	76.87	52.22	75.13	50.05
100536197	3.75	0.36	3.64	2.39	5.09	1.8	4.73	3.2	3.97	5.29	4.2	4.85
557924	5.3	4.6	4.69	3.5	2.38	5.15	3.83	4.87	3.81	2.58	5.91	3.03
792894	0.03	0	0	0.52	0.25	0	0.07	0	0.29	0	0.05	0.07
335124	81.89	122.04	74.92	76.04	67.75	93.74	65.48	71.1	57.24	80.26	76.93	69.82
336567	20.23	18.88	21.06	22.38	23.47	22.55	19.4	19.42	14.25	24.3	22.24	20.04
393677	0.98	0.05	2.75	0.41	0.69	0.79	0.05	1.18	0.8	0.23	3.18	2.45
793098	6.74	8.77	6.1	6.83	8.57	5.26	7.58	8.83	6.53	7.76	7.22	8.77
108183497	6.57	2.56	6.38	3.6	7.27	7.88	6.27	2.63	9.02	1.59	6.99	8.55
252850	5.73	3.85	5.35	5.79	7.2	6.13	1.91	3.85	2.24	2.47	3.36	4.83
100004392	1.18	0	0	0.7	0	0	0	0	0.05	0	0	0
751695	2.01	0	0.77	0	1.48	1.21	1.87	0.72	0.61	1.9	1.15	0.69
569134	0.14	0	0.22	0.64	0.39	0	0.26	0.37	0.42	1.25	0.84	1.16
569313	0	0	0.46	0.76	0.27	0.21	0.24	0.04	0.21	0.17	2.52	0.33
30749	0.94	0.52	0.27	6.32	1.71	0.23	0.46	4.93	5.97	8.31	1.37	4.53
100330990	0	0	0	0	0	0	0	0	0.05	0	0	0.05
436916	30.27	27.87	31.56	34.19	33.65	27.5	25.82	28.78	21.09	31.56	30.17	38.75
436902	0.49	0	0.07	0.28	0	0.26	0	0.88	0	0	0.06	0.06
100535117	6.97	0.34	5.8	3.69	5.09	6.39	5.46	3.99	4.2	5.19	5.6	6.4
100334238	0	0	0	0	0	0	0.03	0.19	0.31	0.03	0	0.03
556752	3.48	2.18	4.57	8.63	10.06	1.82	7.81	9.24	7.23	9.23	8.54	5.02
100034635	0.31	0	0.07	0.14	0.2	0.57	0.16	1.02	0.69	0.18	0.19	0.18
550487	6.05	2.91	3.27	5.55	7.09	2.56	16.75	14.47	65.27	4.14	4.21	4.87
564702	2.89	0	1.5	7.29	5.56	0.76	2.72	5.24	4.33	4.06	3.49	13.7
503902	4.66	3.51	5.47	4.08	5.55	3.68	4.29	5.08	3.68	4.31	5.39	4.67
321880	23.28	21.96	20.19	20.03	22.65	17.09	23.56	31.26	46.73	17.28	14.66	18.96
504111	29.27	10.57	30.46	16.82	17	35.37	28.39	16.72	18.81	16.03	23.22	14.69
566826	4.42	4.67	6.86	7.72	5.36	6.79	5.49	5.66	5.39	5.04	4.65	4.29
325221	21.96	24.86	26.7	16.33	14.54	30.73	24.76	11.43	15.33	12.88	17.48	12.19
799300	0	0	0	0.03	0.08	0.12	0.01	0.03	0	0	0.05	0
567610	2.52	0.8	1.07	0.62	5.71	1.26	2.88	7.65	5.68	1.15	0.38	2.01
445112	11.83	26.01	15.79	14.24	13.07	14.74	13.66	16.03	6.32	13.85	16.33	13.76
107988037	2.87	1.9	1.63	1.28	1.55	1.53	8.47	0.93	29.32	2.08	1.56	1.4
110439041	0	0	1.17	0.79	0.19	1.5	0.47	0.52	0.27	0	0	0
64000	3.63	4.57	2.69	3.63	3.99	2.54	5.93	8.04	27.33	3.25	5.8	4.56
100538314	0.56	0.15	0.06	0.12	0.67	0.44	0.98	0.42	3.11	0.21	0.16	0.8
556012	12.96	8.22	16.36	28.86	29.55	12.94	9.69	23.25	11.63	24.12	20.09	29.22
386636	63.95	118.45	76.26	59.31	49.66	77.54	73.83	66.09	66.66	75.71	67.13	65.93
558237	5.51	0.94	6.56	12.34	16.22	3.27	9.13	12.38	13.87	19.49	16.71	15.3
751725	5.63	1.33	8.29	5.16	3.86	5.1	15.15	4.42	4.66	9.7	7.72	7.26
570606	20.7	12.57	24.26	17.56	16.84	25.28	18.68	15.75	15.28	21.73	21.98	18.03
559575	22.12	22.73	24.2	28.07	25.15	19.85	19.64	25.39	15.43	30.3	25.91	25.88
100006950	0.59	0	0	0.74	0.42	0	0.26	0	0.47	0.31	0.09	0.86
445030	134.85	416.19	143.82	144	120.58	194.3	169.14	192.16	146.42	179.32	191.43	179.96
436927	0	0	0.2	0.41	0.23	0.19	0.05	0.38	2.29	0.02	0.16	0.1
570991	0.35	1.73	0	0	0	0	4.16	0.75	0.38	0	0.06	0
795978	0.31	0	0	0	0.07	2.18	0.41	0.21	0.49	0	0.27	0
559958	3.31	5.66	8.46	8.99	5.51	2.04	9.42	6.42	4.68	6.93	8.64	4.05
101883290	0.14	1.44	0.83	0.43	0.27	1.69	0.64	0.61	0.17	0.75	0.73	0.58
101884732	2.04	2.28	2.54	3.01	1.75	2.83	1.43	2.84	1.54	3.25	1.78	1.78
777792	16.47	17.76	13.77	15.14	19.69	8.46	69.62	19.08	77.79	16.51	15.55	21.98
561993	0	0	0	0	0	0	0	0.08	0	0	0	0
797398	0	0	0	0	0	0	0	0.71	0	0	0	0
572134	0	0.02	0.05	0.02	0.02	0.09	0.02	0.04	0	0.02	0.06	0.08
286745	3.89	4.18	3.64	2.74	4.33	4.23	3.39	4.65	4.05	4.04	2.51	3.6
449829	3.21	5.5	2.14	3.09	3.74	2.44	5.28	5.04	5.79	3.08	3.6	4.21
798771	21.27	4.39	9.12	30.94	44.38	4.89	18.52	37.01	15.31	35.33	32.84	28.57
798492	1.2	0.57	0.62	0.88	1.28	0.29	0.97	2.3	2.59	0.96	1.1	0.84
553772	22.66	31.51	22.13	26.05	23.02	35.46	17.7	20	13.18	21.29	19.04	21.01
103909987	1.76	0.08	1.92	1.18	1.55	1.66	1.46	1.64	1.01	1.48	0.9	1.08
570492	0.55	0	0	0.08	0	0.18	0.02	0.06	1.58	0.19	0	0
405847	0.64	2.44	1.31	3.08	3.09	1.53	4.11	3.24	7.2	5.24	3.01	3.12
100329522	0.01	0.15	0	0.08	0.19	0.64	0.22	0.78	3.29	0.14	0.55	0.35
544666	0.61	0.71	0.99	1.28	1.33	0.57	1.31	2.56	1.58	1.63	1	1.04
101885454	5.61	0.13	6.09	9.16	8.02	4.08	10.95	7.29	7.62	5.27	4.63	9.41
100332429	0.1	0	0.05	0.19	0.5	0.18	0.48	2.45	1.61	0.71	0.35	0.76
260439	42.28	45.96	43.37	36.48	43	44.01	45.37	47.92	44.53	45.39	42.95	47.06
503536	4.24	4.31	5.76	2.27	2.75	4.37	2.73	2.41	2.1	3.79	2.53	1.92
100006932	0.88	0	0.8	0.49	0.68	1.01	0.71	0.99	1.63	0.4	1.07	0.43
100170806	0.08	0.11	0.1	0.5	0.05	0.3	0.19	0.34	0.19	0.02	0.98	0
794073	1.3	1.58	2.97	1.77	2.29	2.75	2.42	1.98	2.03	1.97	3.14	1.59
445288	8.8	11.07	8.88	8.1	7.56	6.94	10.02	8.61	6.84	9.25	7.76	6.53
101885834	1.7	0.2	0.73	0.19	1.83	0.35	0	0.94	0.09	0.66	0.17	1.32
567905	2.05	1.04	2.75	4.48	4.11	0.99	4.54	5.45	3.04	4.46	3.89	2.42
394154	4.78	6.31	4.33	6.56	5.17	6.08	6	4.76	4.78	5.61	7.37	5
108191602	0	0	0.35	0	0	0.02	0.06	0	0.2	0	0.19	0.31
799432	4.56	3.94	3.08	7.11	5.55	2.24	3.97	6.33	4.49	7.11	6.71	6.09
100330554	3.49	1.29	2.86	4.18	4.65	3.04	3.5	4.46	6.26	4.47	3.65	2.76
378722	3.85	2.35	4.14	2.84	2.39	3.74	4.49	4	3.7	2.61	4.35	4.78
797137	71.63	100.65	78.23	11.68	25.29	159.58	11.96	22.9	30.42	33.54	40.51	25.01
327496	0.93	0.78	1.58	1.98	1.62	1.19	1.5	2.05	1.3	1.73	1.81	2.15
557421	36.95	8.94	39.79	19.24	15.98	26.44	21.24	11.28	17.15	21.81	23.87	25.3
795653	55.15	39.27	81.43	91.95	50.54	8.57	33.21	58.25	79.85	126.06	16.74	74.72
797812	3.24	2.75	2.68	5.77	7.61	1.37	2.67	5.88	4.07	8.3	6.8	6.44
334183	0.2	0.38	0.5	0.36	0.39	0.1	0.6	0	0.23	0.22	0.19	0.27
100332583	0.66	0.31	1.13	1.04	1.45	0.79	1.75	2.41	0.6	0.81	1.04	1.62
558761	2.73	3.05	4.42	5.24	4.65	4.15	4.56	7.77	5.38	4.65	4.62	4.57
799982	0.28	0	0.09	0.04	0.42	0.25	0.58	2.05	1.55	0.46	0.48	0.35
393870	4.27	7.34	2.42	5.46	5.5	4.85	4.72	7.99	6.76	5.81	5.01	5.18
394146	3.17	3.73	5.81	9.69	10.49	3.19	3.5	7.83	7.83	12.06	10.18	15.82
556909	7.9	3.34	12.48	11.05	9	8.25	11.5	11.72	9.01	10.25	11.02	11.11
556029	8.88	3.71	9.02	8.89	8.81	6.85	7.72	8.6	7.88	7.72	7.54	7.56
108190967	1.22	1.28	1.31	1.26	1.28	1.34	1.02	0.89	0.75	0.85	1.22	0.77
566846	2.65	1.61	1.53	2.35	2.03	0.61	0.93	2.3	3.14	1.8	1.92	1.81
337068	6.65	14.43	6.3	5.13	6.29	11.21	10.07	8.78	8.96	5.67	8.88	6.92
100007768	15.04	52.07	18.56	23.15	10.43	31.82	14.52	23.18	10.22	17.57	19.4	12.21
402808	4.01	4.46	4.52	3.5	3.14	2.73	2.53	4.43	4.83	3.3	4.35	3.48
335008	13.59	7.23	8.69	12.81	13.21	7.45	11.99	13.31	12.58	12.89	9.81	17.8
108183501	5.9	8.46	8.58	2.81	4.76	7.79	6.01	1.91	10.69	1.18	5.92	10.3
561893	45.26	27.63	39.78	50.76	52.71	31.86	33.12	41	39.03	48.25	39.61	52.58
30750	0.2	0.78	0.25	0.48	0.34	0.46	0.71	1	0.75	0.84	0.54	0.51
100002907	0.73	0.05	0.17	0.17	0.12	0.03	0.06	0.33	0.16	0.23	0.35	0.12
114429	11.88	11.3	10.84	14.23	18.3	9.17	24.52	16.9	34.32	29.38	17.52	18.51
570244	23.99	6.83	10.32	1.7	2.89	2.83	18.45	2.53	18.53	17.62	5.11	9.72
140616	13.53	19.61	18.66	24.49	25.78	9.79	24.6	42.33	11.94	19.89	18.13	14.06
492518	1.33	2.19	2.07	0.64	0.95	0.89	2.5	2.56	3.67	2.98	1.45	1.83
101884072	0.32	0	1.29	3.92	4.65	0.23	2.33	4.2	4.27	6.48	5	4.11
393178	3.79	2.44	3.95	3.56	3.6	5.19	4.41	4.07	4.01	2.69	3.52	4.08
337199	6.28	7.46	5.39	5.38	6.9	7.79	4.52	8.78	3.89	6.1	7.69	6.14
562710	11.09	14.58	8.71	29.08	17.53	6.31	4.35	23.94	18.09	34.87	14	19.76
556535	17.83	6.75	19.35	13.76	16.68	16.74	19.49	14.01	18.29	16.38	14.31	15.82
101884238	0.21	0.04	0.2	0	0.11	0.22	0.95	0.28	0.28	0.54	0.41	0.42
101886427	1.18	0.48	0.39	0.93	0.67	1.4	0	0.11	0.76	0.36	1.33	0.49
494053	11.28	34.05	8.95	10.42	10.52	12.03	10.44	13.2	18.39	17.19	12.53	11.57
387297	3.06	2.84	1.88	2.13	1.99	4.34	0.47	2.42	0	0.28	2.34	0.06
561445	0.52	0.8	0.7	2.86	1.22	0.54	1.78	1.25	1.27	0.46	3.08	2.15
799868	0.42	0.1	0.14	0.14	0.35	0	0.25	0.21	0.17	0.65	0.25	0.08
751641	0.73	0.41	0.7	0.66	0.82	0.63	7.57	1.08	5.94	3.08	1.07	3.27
101885094	0	0.34	0.05	0.16	0.05	0	0	0	0	0	0	0.14
798191	0.79	0.81	0.37	0	0.38	0.09	0.61	1.05	1.52	1.3	0.44	0.08
101886206	11.35	1.28	9.25	22.4	13.83	5.16	20.48	16.95	10.29	9.41	7.9	11.19
550515	10.39	8.84	8.57	7.77	12.09	10.76	10.49	12.6	18.64	7.88	8.14	11.34
555793	15.25	8	14.3	2.76	5.4	10.35	26.46	10	6.68	6.12	12.56	7.94
30678	31.75	67.8	37.95	32.04	35.27	42.86	53.92	62.69	115.06	42.59	50.14	37.14
735295	0.26	0	0.18	0.32	0	0	0.06	0.29	0	0.06	0	0
563528	2.25	0.66	0.35	2.41	1.14	6.05	0.31	1.04	1.89	1.84	0.46	0.49
100005732	6.73	6.65	6.72	5.83	5.18	6.97	5.26	5.42	3.56	3.5	3.9	3.39
110438234	11.69	1.82	10.03	9.71	13.79	9.5	8.94	7.92	8.31	10.59	9.83	14.23
415168	355.06	1200.9	438.38	509.15	437.77	564.52	533.75	574.63	593.95	513.31	436.9	455.16
100330864	0.88	0.18	1.08	0.81	0.92	0.9	1.05	0.85	1.16	0.26	0.95	0.38
101886421	3.06	0.07	3.44	3.17	5.79	1.65	4.03	3.5	3.5	3.79	4.13	4.8
100034535	1.89	1.99	2.83	1.74	1.38	1.62	0.97	2.06	1.21	1.4	2.04	2.05
101884931	1.58	1.61	1.9	1.56	2.78	1.78	2.16	2.32	2.5	1.68	1.19	2.15
101882899	0	0	0.18	0.17	0.11	0.13	0.05	0.13	0.29	0.26	0.14	0.5
554386	4.56	1.34	4.78	2.24	3.29	3.07	3.96	5.09	4.44	6.22	5.58	3.29
108183562	0.13	0.07	0.06	0.39	0.11	0.39	0.22	0.55	0.62	0.25	0.44	0.36
100007426	21.88	1.96	20.67	7.31	11.53	22.51	22.71	8.04	12.85	8.14	12.48	10.91
100332380	0.19	0	0	0.16	0.1	0.15	0.44	0.42	0.26	0.08	0.05	0
641290	10.67	16.83	9.54	10.88	6.61	15.01	10.67	10.56	15	12.36	9.08	9.18
100270761	0	0	0	0	0	0	0.34	0.17	0.73	0.49	0.51	0.33
564592	8.64	5.02	7.75	6.81	6.74	8.3	6.42	5.27	4.86	6.35	5.7	6.54
100142645	15.36	29.43	18.62	16.31	11.48	25.95	15.29	15.71	12.75	18.41	17.85	10.64
796214	0	0	0	0	0.31	0	0.07	0.07	2	0	0	0
406553	24.67	38.16	31.41	22.08	21.35	35.42	32.11	23.32	23.64	27.82	26.84	24.88
323665	7.81	10.9	8.09	3.43	3.77	7.78	6.44	3.53	7.05	4.21	9.02	3.94
393441	10.78	19.83	13.28	12.99	13.16	14.74	10.01	16.2	9.59	12.67	12.31	12.79
445176	10.3	19.31	10.46	10.96	11.1	10.61	8.47	11.09	14.68	11.72	16.56	18.93
768186	4.17	6.22	5.46	6.17	5.86	3.99	6.66	8.52	8.48	6.26	5.74	7.6
557836	0.9	0.41	0.95	1.69	2.03	0.49	0.61	1.1	0.78	1.51	1.84	1.23
100004079	0.63	0.09	0.57	0.85	0.27	0.46	0.5	1.72	0.65	0.88	1.24	0.19
556307	5.55	7.83	7.81	8.49	7.34	8.94	6.86	8.3	8.16	10.23	8.43	8.79
100537161	0.32	4.29	1.71	2.71	0.79	1.15	1.59	1.73	3.06	2.2	2.22	2.32
100006131	0	0	0.82	0.35	0.14	0	0.26	0.19	0.52	0	0.19	0.43
431757	1	2.79	2.49	1.95	1.44	1.37	2.36	3.25	2.46	3.19	2.49	3.63
266637	11.18	6.4	12.89	14.38	16.55	13.47	14.88	15.09	22.46	11.79	15.99	11.27
321031	3.16	0.78	2.52	2.58	3.55	1.8	2.38	5.33	2.31	3.11	2.33	3.53
555390	0.15	0.47	0.29	0.17	0.2	1.21	0.36	0.1	0.69	0.2	0.32	0.16
378946	0	0	0.07	0	0	0	0	0	0	0	0	0
259191	29.82	16.11	27.59	32.59	36.77	23.01	22.78	26.15	22.5	27.63	25.87	26.28
559017	53.06	47.5	48.3	66.37	58.83	38.44	46.11	51.03	36.91	49.52	42.81	51.34
334724	6.65	36.6	2.02	5.9	4.55	3.13	140.53	27.46	419.32	5.44	7.53	6.02
100002785	3.9	4.97	0.79	1.8	0.56	1.96	1.48	2.16	1.29	0.78	0.44	0.36
557306	36.3	43.84	56.94	58.47	38.73	42.18	34.85	31.49	32.11	43.04	35.77	54.04
100002920	4.39	6.15	7.08	5.62	6.55	4.32	8.68	11.54	12	4.88	7.93	8.32
336425	537.25	648.02	464.27	513.02	498.65	433.9	352.79	414.82	472.4	541.17	426.83	477.88
568322	0.38	0	0	0	0.18	0.18	0	0.12	0	0	0	0
565609	8.83	1.81	5.24	9.39	14.81	5	9.9	10.91	7.65	9.55	9.84	10.46
406643	28.76	36.47	22.01	25.89	24.02	29.28	22.08	19.46	23.44	22.77	23.91	21.63
793708	0.02	0.03	0.04	0.03	0.08	0.19	0.07	0.07	0.03	0.15	1.6	0.06
436780	311.72	384.01	262.18	153.42	311.74	312.1	157.6	79.96	97.12	105.99	185.06	135.06
322347	19.69	23.68	18.89	21.4	19.86	19.83	27.9	32.06	26.15	25.74	25.99	25.73
563150	18.63	6.68	16.09	15.74	18.48	15.01	34.11	15.05	10.46	7.63	8.13	17.13
793087	10.04	9.32	10.86	12.03	13.81	10.14	5.96	9.66	6.22	10.48	10.94	16.52
30424	62.61	29.55	52.27	99.95	80.36	13.31	47.05	96.22	36.93	44.49	18.97	74.96
558420	6.06	2.51	7.02	6.66	8.83	5.2	9.85	20.66	7.68	9.62	8.97	8.11
245951	0.05	0.08	0.19	0.16	0.24	0.2	0.07	0.07	0.14	0.07	0.12	0.08
337191	35.58	21.83	31.65	27.76	21.99	47.93	23.42	20.21	19.63	20.6	22.83	22.46
101886833	0.63	0	0.47	0.21	0.2	0.13	0.31	1.33	0.26	0.12	0.19	0.18
553347	22.83	11.99	16.25	16.73	23.55	15.89	21.58	20.44	29.66	18.61	20.29	20.3
100330558	13.68	34.95	18.3	7.84	12.25	16.36	12.89	18.31	12.65	14.46	14.8	13.55
108181536	1.34	0.08	0.54	0.77	1.14	0.21	0.76	0.1	1.56	0.72	0.95	1.62
100499533	0.17	0.45	0.28	0.23	0.08	0.08	2.36	0.79	16.74	0.23	0.29	0.1
100149645	5.74	5.99	7.73	8.11	33.49	8.74	5.81	95.09	2.83	5.48	4.78	5.87
563853	3.96	6.22	2.11	5.94	2.62	1.48	3.89	7.14	2.24	3.86	3.65	2.33
562445	5.54	1.07	6.66	9.15	10.89	3.01	8.79	10.4	9.76	8.16	5.96	9.61
30500	11.73	24.18	31.53	23.35	53.09	28.64	10.19	21.06	11.29	48.49	53.16	12.28
100034569	0	0	0.17	0.35	0.35	0.27	0	0	0	0.19	0	0
100330915	4.95	18.74	0.24	85.53	1.65	0.84	1.14	80.72	16.77	23.18	0.57	1.87
101883923	0.63	0	1.67	1.24	1.79	1.19	3.79	1	1.45	1.5	2.18	1.93
100538182	13.29	1.32	6.61	13.5	17.13	4.27	11.44	10.69	4.74	8.53	10.02	14.77
559691	0.05	0.08	0.12	0.15	0.07	0	0.89	0.32	1.03	0.13	0.25	0.11
445136	9.86	9.5	11.21	11.58	8.59	14.05	8.22	8.09	6.18	12.69	8.7	7.87
100149925	6.15	4.22	6.59	5.16	5.74	7.29	5.39	5.27	4.74	5.64	4.88	5.2
100534673	2.86	0.59	2.26	3.08	2.02	2.24	2.32	1.72	0.96	1.98	2.11	2.1
100330293	0.02	0	0.11	0.08	0	0.08	0.29	0.25	0.51	0.03	0.06	0.01
559776	29.62	35.45	30.24	23.5	18.28	20.95	31.34	35.88	32.57	26.21	22.93	27.98
567833	87.62	117.67	92.7	134.98	123.48	59.92	46.37	88.71	67.31	84.02	58.25	93.25
406687	21.02	17	19.84	19.92	19.83	12.7	17.75	25.86	25.29	19.11	19.03	22.66
445069	7.86	10.01	5.94	6.49	8.57	3.91	5.29	5.49	5.33	5.87	5.56	6.33
562545	16.72	10.11	20.62	13.33	16.11	19.52	14.37	15.11	14.06	17.57	16.28	16.64
449791	19.2	18.59	23.39	32.86	9.57	19.92	22.34	31.87	16.8	22.74	25.04	37.77
100038787	0.17	0.19	0.9	0.61	0.73	0.53	0.57	0.66	1.22	0.88	1	0.76
100330010	9.63	0.87	11.75	1.48	4.82	7.98	14.72	6.33	10.59	6.93	6.79	8.27
562247	0	0	0.23	0.02	0	0	1.51	0.79	2.75	0	0.05	0.08
100190951	0.18	0.18	0	0	1.6	0.82	0.46	0.77	1.32	1.04	0	0.45
406582	126.16	181.78	127.61	167.81	150.15	119.81	113.96	147.99	115.19	148.79	120.13	162.9
100002776	0	0	0	0	0.13	0.03	0.17	0.04	0.45	0.14	0	0
30718	3.11	1.99	3.28	4.52	3.2	1.9	4.63	4.91	6.35	4.69	3.19	3.94
100332381	9.22	9.03	9.59	8.73	12.63	9.8	8.43	10.29	6.51	10.37	9.85	10.95
100535123	15.81	8.17	15.15	24.25	23.38	20.03	13.55	22.6	6.49	13.96	6.14	8.29
402824	2.7	2.98	2.24	3.62	3.33	2.49	39.31	8.23	144.11	2.69	6.86	5.16
100007824	0.14	0.02	0.05	0.07	0.17	0	0.47	0.3	0.55	0	0.09	0
100536928	0	0	0	0	0.26	0	0	0.14	0	0	0.05	0
567494	4.87	0.38	4.47	4.56	5.88	3.86	5.93	6	8.28	4.85	5.67	7.11
325540	20.37	16.76	19.55	18.98	19.68	20.96	23.07	20.34	17.35	18.99	19.31	21.82
100150676	8.25	5.08	10.99	3.52	4.76	9.54	9.38	4.26	4.78	4.98	6.89	3.7
103908810	1.72	1.2	0.58	0.49	0.42	0.12	0.52	2.46	0.41	0.6	1.03	2.7
541505	4.86	4.19	4.31	4.65	5.27	4.16	4.77	5.56	3.39	5	4.46	7.06
768293	13.27	2.15	13.38	11.87	11.82	7.86	12.38	12.1	14.49	12.69	12.57	15.65
101885149	0	0	0	0	0	0.17	0	0.06	0	0	0	0
566607	16.59	43.67	27.36	24.8	22.13	16.96	30.93	32.5	16.77	31.95	30.99	19.32
