gene_id	fpkm_TP53_1	fpkm_TP53_2	fpkm_TP53_3	fpkm_TertTP53_1	fpkm_TertTP53_2	fpkm_TertTP53_3	fpkm_Tert_1	fpkm_Tert_2	fpkm_Tert_3	fpkm_WT_1	fpkm_WT_2	fpkm_WT_3
436701	32.17	43.69	33.13	29.14	25.66	31.26	24.07	25.88	27.98	31.94	40.53	29.68
100006754	2.44	3.47	3.15	6.33	4.61	1.39	0.87	4.04	3.23	6.16	5.68	4.81
564067	5.19	5.23	4	4.9	4.22	5.73	5.07	4.55	3.84	2.83	5.25	4.69
393200	24.67	50.94	32.37	33.64	28.3	34.91	25.52	26.7	19.18	35.33	33.1	30.51
563174	30.12	7.08	20.88	26.47	26.35	23.46	18.52	17.02	16.03	14.33	13.66	20.93
327322	5.81	10.78	7.82	7.61	7.49	8.09	6.29	7.79	5.72	7.94	7.69	7.73
110440136	0.32	0	0.24	0	0.57	0.22	3.3	2.07	0.17	3.79	3.14	3.7
447806	1.76	2.06	2.39	1.84	3.87	1.94	1.39	3.06	1.93	1.95	2.13	2.46
327220	12.99	17.22	17.48	16.93	18.99	17.13	14.32	15.82	15.67	15.66	17.7	15.85
553591	24.64	4.96	24.92	27.09	31.24	20.42	20.16	22.8	17.8	26.03	26.22	32
406507	2.54	2.63	4.08	3.75	2.84	3.82	2.99	4.76	3.95	3.54	2.86	2.41
110440135	5.79	0.78	2.62	2.53	2.12	2.23	0.96	2.15	1.2	2.19	1.67	3.44
100537944	4.59	0.41	0.76	3.66	5.23	0.68	2.12	4.15	3.01	3.56	4.26	4.02
101883927	1	0.54	0.72	1.86	1.75	0.29	1.8	1.87	2.9	1.07	1.29	2.8
359831	0.18	0.51	0.06	0.91	0.77	0.17	0	2.49	0.41	0.9	0.88	0.37
394129	1.39	1.81	0.82	1.81	1.67	2.33	2.46	3.93	4.79	1.27	1.49	2.56
110439348	0	0	0	0.09	0	0	0	0.1	0	0	0	0
445070	26.58	83.01	42.57	52.93	51.11	23.62	83.28	117.03	30.61	65.03	67.96	38.18
563122	0.05	0.37	0.07	0.13	0.12	0	0.66	1.99	2.68	0.09	0.02	0.13
100006634	0.08	0	0.15	0	0	0	0	0	0.35	0	0.07	0
564614	0.17	0.43	0.2	0.23	0.27	0.17	0.13	0.66	0.18	0.2	0.18	0.64
407728	21.38	17.24	19.88	20.66	23.77	20.88	18.49	19.43	20.15	18.13	19.85	19.02
563976	4.7	5.02	4.84	6.46	6.9	4.39	17.32	14.45	48.45	8.16	7.51	6.73
569583	7.29	16.96	10.93	7.86	5.22	18.81	5.87	8.38	5.88	7.17	5.88	7.38
100331291	0.81	0.23	0.34	0.18	0.87	0.13	0.08	1.47	0.1	0.19	0.08	0.34
553791	5.2	0.88	4.94	8.32	9.22	4.93	7.69	9.29	7.24	7.2	7.41	8.09
567384	0	0	0.11	0	0.28	0	0.26	1.01	0.27	0	0.11	0
791139	0	0	0.13	0	0	0.19	0	0.06	0	0	0.06	0
550411	6.7	2.63	7.23	6.59	5.36	4.16	8.83	6.31	3.99	5.14	6.76	5
100001306	5.09	5.08	6.71	7.78	6.14	3.28	2.12	7.82	3.97	6.12	3.9	9.29
101883655	6.47	3.01	6.85	3.59	5.62	6.16	10.64	5.65	3.98	6	6.54	5.38
565419	69.73	39.25	71.78	59.98	66.21	62.33	52.84	51.97	47.74	73.74	80.45	70.79
100000956	2.09	0.41	1.6	0.97	4.02	0.65	6.59	6.47	14.77	2.54	1.59	3.83
335083	98.12	108.43	97.58	104.04	115.94	84.85	112.15	112.49	145.22	108.95	101.64	102.53
450028	2.31	1.92	0.83	0.52	0.76	0.44	0.95	2.27	0.78	0.11	0.83	1.32
393639	5.11	3.57	5.16	5.46	4.74	3.99	4.99	7.48	6.09	5.07	5.02	4.36
445032	0	0	0.09	0	0	0	0	0	0	0	0	0
393201	3.74	5.34	4.11	4.69	3.05	5.54	4.16	4.46	3.47	3.31	4.13	3.4
565195	1.82	4.28	2.32	2.66	2.17	2.5	8.92	3.6	15.98	2.78	2.94	2.37
100331257	2.55	0.5	1.17	3.42	2.73	0.49	2.35	3.72	3.12	2.88	2.85	4.48
445277	0.83	1.46	0.2	1.09	0.64	0.45	0.56	1.46	0.8	0.58	0.7	1.09
100034417	5.21	14.83	5.99	5.91	5.54	5.8	5.01	6.86	6.4	2.25	6.08	3.69
101883988	0.4	0.21	0.62	0.62	0.82	0.27	0.4	0.62	0.29	0.68	0.47	0.42
338219	3.68	2.49	3.42	4.27	4.71	3.1	4.91	8.01	14.12	3.94	4.33	3.83
100136840	3.32	2.95	2.91	6.52	3.28	1.82	1.17	3.88	4.9	4.07	4.8	5.75
777759	1.73	4.27	3.34	2.66	3.54	2.58	4.47	7.25	4.32	5.74	3.92	3.65
797252	4.47	2.12	2.09	1.71	7.77	3.16	2.87	2.69	1.74	5.35	4.58	6.36
327439	14.83	30.01	14.91	15.24	16.9	16.07	15.31	25.11	20.98	17.4	12.97	14.32
556849	0	0.08	0.21	0.21	0.05	0	0.14	0.18	0.54	0.12	0.1	0.08
562149	308.65	447.33	281.85	292.6	254.45	362.61	279.24	248.01	220.5	372.34	326.56	334.73
103910731	0.72	0	0.27	0.39	0.16	0.05	0.1	0.4	0.25	0.68	0.3	0.15
393912	15.2	6.5	18.81	21.14	24.79	9.39	18.04	21.9	19.45	21.89	20.39	23.85
767776	37.87	17.4	32.51	29.45	46.4	20.51	20.69	28.55	24.27	38.46	31.29	50.88
563847	1.39	4.59	2.01	8.82	6.05	2.1	2.24	8.3	6.99	6.17	4.84	7.12
100331876	0.11	0.04	0.73	0.58	0.17	0.66	0.42	0.33	0.28	0.35	0.34	0.35
571738	0	0	0	0	0	0	0	0.14	0	0	0	0
402996	38.54	81.51	41.58	43.91	35.25	46.41	35.05	42.2	40.37	32.16	30.51	29.83
553178	2.55	3.6	2.74	1.48	1.24	0.47	3.12	0.67	1.75	3.96	2.01	4.52
337670	47.11	62.68	54.09	34.07	29.26	74.5	28.14	29.46	22.11	34.33	35.82	29.48
445037	137.42	819.19	53.46	172.15	83.33	754.63	391.21	80.44	194.53	73.39	213.32	294.12
100005680	10.52	8	11.87	5.33	7.2	6.31	4.89	2.98	3.37	3.37	8.21	15.17
100333708	0	0	0	0.2	0	0	0	0.09	0.19	0	0	0.36
692276	18.64	17.21	18.67	13.09	7.89	25.57	14.78	8.72	6.17	11.45	10.36	8.97
368390	1.47	0.49	0.83	1.2	1.64	0.99	1.06	1.03	3.18	1.84	1.19	0.79
110439384	1.96	0	0.42	1.56	2.04	0.17	0.93	2.2	1.76	2.01	5.76	5.24
558662	4.62	1.48	4.83	5.93	6.53	5.32	5.15	5.28	6.25	5.28	6.53	6.59
449857	5.55	8.09	6.79	9.27	7.38	4.77	10.84	13.37	10.24	8.32	7.13	5.62
327138	2.49	2.94	2.92	3.04	3.6	4.51	3.24	3.96	3.46	4.93	3.56	2.72
503733	3.61	0.14	3.25	2.94	3.7	3.49	4.86	3.89	5.48	3.71	4.28	4.8
557760	0.17	0	0.1	0	0.41	0.17	0.09	1.24	0.06	0	0.05	0.05
100004603	0.03	0	0.05	0	0	0	0.02	0.44	0.14	0	0.02	0
101883016	0	0	0	0	0.06	0	0	0.11	0	0.06	0.02	0
564712	20.88	12.4	19.12	19.2	22.37	20.96	14.52	17.58	11.58	17.58	15.11	17.84
373093	0.98	5.49	1.28	1.15	0.99	5.43	3.4	2.28	1.59	1.17	2.2	2.93
559344	2.98	0	2	2.26	2.41	0.99	1.75	4.17	3.78	2.7	1.69	2.77
556421	11.69	5.25	12.24	9.32	11.31	11.52	10.92	10.73	13.85	10.24	10.53	11.34
333941	17.85	15.92	21.63	32.69	19.98	7.85	38.25	38.91	61.26	33.93	28.18	29.16
368215	5.86	16.08	6.84	8.65	9.97	11.71	24.01	19.15	40.39	10.39	13.41	13.89
101884710	0	0	0.03	0	0.03	0	0	0	0.03	0	0	0
171465	11.22	13.31	12.8	6.26	7.56	13.01	10.85	8.36	13.14	7.47	9.9	7.35
100329505	6	1.75	4.75	4.74	6.08	5.04	5.45	5.44	5.43	6.31	6.49	5.23
553950	23.18	25.68	24.87	32.56	33.5	17.14	22.57	30.88	21.77	32.34	30.18	35.75
101884500	0.16	0	0	0.11	0.36	0.21	0.2	0.79	0.44	0.05	0.29	0.09
445211	1.06	1.1	0.9	0.86	0.64	0.93	0.88	0.72	2.42	0.47	0.59	0
555864	0	0	0	0	0.07	0	0	0	0	0	0	0
100536577	0	0	0	0	0	0	0.29	0.18	0.76	0	0.07	0
406421	2.39	1.78	2.79	2.67	2.85	2.69	3.33	3.26	2.89	4.15	2.72	3.12
497102	2	0	2.99	1.78	3.15	1.57	3.37	2.3	1.82	2.08	2.58	2.95
335159	29.66	29.28	33.94	49.44	50.57	22.87	36.53	43.25	37.77	52.18	44.3	55.53
100148050	0.08	0	0.14	0	0	0.1	0.4	0	0.59	0	0	0
100007552	0.85	0.28	0.51	0.3	1.16	0.5	1.71	4.36	2.83	0.33	0.27	0.56
393746	15.75	12.67	12.42	12.49	7.42	6.54	29.49	21.64	11.03	21.02	11.11	19.67
280651	1.38	1.44	1.45	1.08	3.03	0.75	3.29	6.81	4.75	1.82	2.43	2.46
101885280	0	0	0	0	0.06	0	0	0	0	0	0	0
81597	8.52	2.88	10.85	5.89	6.54	9.75	8.18	5.79	9.01	7.57	9.46	6.28
333999	2.65	2.61	2.03	4.67	4.25	2.18	3.54	5.58	4.94	5.78	4.06	3.79
100538282	2.1	1.52	4.31	3.52	3.66	3.07	3.54	3.76	4.74	1.59	2.91	2.46
799022	1.42	1.63	2.69	2.61	2.6	1.18	5.19	2.88	1.86	2.25	1.77	2.08
108191559	0	0	0	0	0	0	0	0	0	0	0	0.11
556876	0.22	0.61	0.17	1.26	0.4	0.07	0.2	0.53	1.29	0.66	0.59	0.44
445129	93.97	165.46	100.18	87.07	60	95.26	112.61	110.68	65.76	114.59	106.26	104.23
566152	27.25	11.24	14.86	33.63	32.19	20.12	13.99	20.17	11.76	20.44	17.95	26.52
108181079	1.5	0.61	1.88	2.4	1.5	2.99	1.52	1.66	1.43	0.85	1.41	1.08
110438326	1.9	0.33	0.71	0.9	1.21	1.79	0.89	3.33	1.32	1.55	0.6	1.07
567911	0.23	0	0	0.33	0.22	0	0	0	0.1	0	1.59	0
378851	45.76	80.89	52.81	66.47	92.59	42.22	62.5	138.13	101.22	55.77	51.07	53.25
562569	7.29	3.47	8.53	3.99	4.59	9.64	7.52	3.59	3.29	5.36	7.9	2.77
386975	14.59	18.38	19.47	15.71	14.65	19.73	14.14	14.64	14.26	22.75	20.78	18.08
751631	0	0	0.16	0	0	0.24	0	0	0	0	0.22	0
100332988	0	0.07	0.07	0.07	0.11	0.18	0.25	0.27	0.66	0.18	0.25	0.18
100332609	0	0	0	0	0	0	0	0	0	0	0	0.14
171481	0.46	0.22	1.03	0	0	0	0.38	0	0.63	0	0	1.11
559638	38.93	25.44	29.61	40.93	49.97	28.85	34.98	31.72	61.08	43.72	39.06	39.65
564883	9.15	18.19	11.94	18.01	16.24	9.07	7.04	14	9.14	17.47	18.44	12.79
100321117	2.97	0.24	4.61	3.21	6.47	2.11	4.09	4.85	4.45	5.19	3.48	3.74
326908	32.97	45.93	32.94	34.37	27.14	47.53	31.03	27.2	21.94	30.88	30.97	29.3
569185	3.93	1.78	1.93	5.17	5.03	0.49	2.18	4.15	2.04	4.44	2.76	6
100535286	0.35	0	0	0	0.56	0	0.12	0.31	0.24	0.14	0	0.06
571990	0	0	0	0	0	0	0.26	0.05	1.25	0	0	0.03
565830	34.78	19.71	39.83	65.9	47.18	35.95	51.48	33.86	41.76	62.72	49.23	54.08
393741	22.1	28.34	30.01	18.59	14.35	23.5	25.12	21.22	15.6	23.79	20.85	19.59
100333290	0	0	0	0	0.08	0	0	0	0	0	1.28	0
100333986	0.19	0	0.69	0.33	0.25	0.39	0.11	0.5	0.26	0.47	0.43	0.04
798560	0.1	0	0.29	0.23	0.29	0.29	0.09	2.27	0.63	0	0.04	0.2
101883340	6.42	10.72	8.48	13.15	10.48	3.97	8.83	8.2	6.78	18.67	10.62	13.22
64698	45.33	49.53	68.5	18.94	15.72	33.76	70.05	54.19	44.58	41.51	39.32	30.83
393480	12.72	17.53	16.88	18.39	17.36	15.73	16.9	19.18	20.33	16.78	17.2	19.43
100009663	31.64	11.75	34.15	31.59	36.79	30.92	28.28	29.91	20.26	34.04	38.19	29.68
751108	2.81	2.03	5.08	19.68	19.95	4.88	5.26	10.72	10.09	22.98	13.49	9.37
100329816	2.71	0	0	0	2.25	0	0.73	0	0	0	0.22	0
282666	0	0	0.05	0.02	0.03	0	0	0	0.02	0	0.06	0.02
796803	16.31	33.57	22.55	21.5	9.75	24.52	21.3	14.25	14.19	24.05	19.3	14.56
553808	1.24	0.21	1.17	4.65	2.09	0.87	0.18	2.76	1.79	3.08	0.64	2.56
321852	33.44	45.59	37.66	35.61	34.3	42.28	36.17	35.76	31.4	37.86	39.2	32.49
798575	62.88	73.68	78.94	111.19	110.99	47.62	56.76	74.9	61.39	124.62	97.84	102.64
100004063	47.78	3.03	46.91	27.3	34.95	46.77	55.17	18.69	31.09	37.2	46.32	31.11
103910140	13.44	17.45	5.9	8.04	3.24	1.85	17.91	31.85	22.42	7.34	8.41	7.74
565038	0.29	0	0.28	0.4	0.4	0.28	0.68	0.66	1.14	0.13	1.9	0.76
114833	1.98	0.47	1.37	1.53	1.59	1.07	2.67	1.81	1.7	1.67	1.9	3.49
393436	6.51	6.58	6.33	5.55	7.45	8.9	6.42	7.25	9.42	6.97	6.46	6.34
101884204	0.18	0.39	0.82	1.07	0.44	0.5	0.32	0.76	0.74	0.82	0.51	0.77
447889	34.24	19.94	33.44	25.31	30.17	29.37	20.21	17.83	15.71	28.38	25.5	30.68
563467	0.09	0.05	0.09	2.6	0.22	0.31	0	0.85	1.01	0.57	0.55	0.69
405837	11.34	16.74	11.17	11.23	13.34	11.97	10.87	10.11	10.57	11.19	9.85	12.44
447912	17.35	15.13	16.76	21.24	21.14	13.09	16.22	19.79	13.45	21.19	18.14	25.78
553466	0.61	0.71	0.2	0.14	0.13	0.91	0.18	0.12	0.12	0	0.06	0.12
110439483	0.03	0	0.04	0	0	0.07	0.41	0.21	0.34	0	0.11	0
767755	2.85	4.18	3.82	2.43	3.11	3.12	2.93	2.25	2.98	2.3	3.8	1.94
560378	0	0	0.19	0	0	0	0	0	0	0	0	0
403005	103.74	154.33	103.24	100.99	93.86	104.77	99.66	74.19	66.45	97.57	103.52	95.05
64265	0.12	0.19	0.02	0.04	0	0	0.22	0	2.62	0	0.14	0
100535735	3.13	1.24	4.5	3.03	2	3.75	3.13	3.63	3.67	4.18	2.94	3.81
403141	0.05	0	0	0	0.02	0	0	0	0	0	0	0.02
566722	13.9	2.81	15.72	16.45	17.65	11.31	17.66	16.45	12.61	18.01	13.04	16.12
100148594	0.95	0	1.23	2.59	3.14	1.18	1.56	1.91	2.02	2.81	3.2	3.47
110438610	0.4	0.46	0.16	0.09	0	0.22	1.42	0.55	2.53	0.16	0.09	0.07
566106	9.57	2.09	9.02	8.64	13.57	6.14	10.01	10.24	8.74	13.08	9.66	10.84
445388	13.23	27.69	14.77	14.71	10.39	21.47	15.63	14.78	12.8	12.93	15.66	14.87
100003064	0	1.01	0.42	0	0	0	0.24	0.11	0	0.13	0	0.26
101882926	0	0	0	0	0.05	0	0.05	0.05	0.54	0	0	0.05
797512	54.91	45.59	47.81	59.81	62.47	42.86	43.27	52.57	41.01	57.93	53.62	45.2
492517	0.23	0.37	0.86	0.27	0.44	0.7	0.46	1.76	0.87	1.05	0.55	0.71
796902	0.35	0.06	0.2	0.35	0.34	0.01	0.5	1.26	0.25	0.4	0.37	0.39
101882992	2.89	1.39	4.26	6.24	8.33	2.34	5.12	4.1	4.93	9.05	9.09	8.01
568436	0	0.16	0	0	0.15	0.14	2.23	0.46	5.16	0.04	0.31	0
100000534	0.09	0	0.36	0.23	0.12	0.29	0.2	0.14	0.28	0.09	0.13	0.06
557801	9.45	2.73	6.48	18.2	15.59	6.19	8.56	13.61	10.33	16.41	13.98	11.84
503600	80.3	72.49	90.41	91.26	88.03	76.48	98.33	72	68.46	90.98	83.78	81.65
558925	58.42	88.84	49.8	68.13	44.78	57.41	35.97	57.18	28.95	38.41	41.01	45.91
100148950	3.53	1.2	4.17	7.41	7.14	1.99	7.51	7.05	7.81	8.88	6.37	8.94
450056	14.91	22.58	18.44	16.67	16.19	20.73	15.79	12.01	10.2	16.77	15.9	15.1
553329	0.02	0.08	0	0.06	0	0.15	0.04	0.25	0.1	0.07	0.14	0
110438992	0	0	0	0	1.51	0	0	0.16	0.59	0	0	0
792792	0.07	1.72	1.19	0.3	0.27	1.5	0	0.19	0	0	0.19	0
100329452	2.18	3.94	2.85	3	2.8	5.62	2.64	2.86	4.11	2.07	2.19	1.78
108183819	12.71	4.27	9.96	8.41	12.11	10.1	7.16	4.21	10.83	1.89	12.54	14.05
795266	2	3.59	1.87	2.62	1.37	3.76	3.43	3.69	2.96	2.2	2.65	1.64
554967	46.45	55.25	41.94	48.87	58.99	43.97	48.5	48.81	61.36	48.33	45.62	42.91
793240	2.51	0.92	3.74	0	0.1	3	2.73	0.19	0.83	0.37	0.98	0.42
100038767	10.52	15.05	10.73	7.85	10.49	9.79	9.13	7.86	12.16	6.75	8.13	6.93
556229	2.14	0.59	2.26	2.48	4.17	2.4	5.41	4.24	6.6	3.38	4.06	4.35
445567	1.54	0.91	2.16	1.86	0.63	1.45	2.42	3.03	3.36	1.2	1.47	0.82
556618	20.43	10.67	17.46	34.16	46.1	10.78	14.17	36.67	20.61	35.41	27.33	35.35
558937	3.54	2.43	3.52	0.57	1.42	7.25	2.4	1.15	1.54	1.46	3.82	0.84
103909394	3.24	1.38	3.24	2.95	3.76	2.87	2.24	2.68	1.25	2.3	3.49	2.71
793369	0.18	0.18	0.06	0.06	0.22	0.06	0.42	1.23	4.45	0.26	2.92	0.57
30512	2.26	1.02	1.77	3.53	1.2	0.56	4.87	9.26	4.52	3.86	1.36	4.43
100003955	1.07	0.54	1.46	1.42	0.94	0.66	0.74	1.42	1.09	0.79	1.48	0.57
793293	12.29	6.67	13.11	13.78	16.1	13.47	14.04	13.19	14.46	14.12	13.45	15.26
550531	29.1	45.83	31.07	39.56	40.27	29.9	35.83	36.92	47.03	42.25	37.32	41.6
394100	34.2	35.58	26.36	33.42	40.92	30.42	24.54	33.71	25.09	34.95	36.98	30.77
101885270	9.58	1.12	6.47	5.31	8.49	4.94	7.69	7.58	8.58	7.15	5.72	7.91
436979	16.98	7.99	4.02	12.14	18.04	5.12	13.64	21.59	37.62	6.66	7.92	11
559561	10.46	10.98	11.07	9.96	8.98	15.54	8.91	9.06	6.52	7.5	9.6	6.62
569538	10.26	5.48	11.9	9.53	11.83	11.26	12	10.23	7.75	10.88	12.87	11.74
436747	22.06	24.73	21.83	21.53	23.76	23.66	29.71	12.56	13.99	34.25	37.3	19.54
100004951	0	0	0.25	0	0.08	0	0.04	0.04	0	0.31	0	0.08
100331563	1.18	0.53	1.13	1.83	2.89	0.78	1.72	2.68	3.6	2.36	1.86	2.64
436999	0.17	0.07	0.16	0.63	0.35	0.2	0.68	0.65	4.06	0.55	0.27	0.22
100006411	0	0	0	0.14	0	0	0	0.19	0.1	0.13	0.07	0.04
554104	17.49	40.16	26.55	37.15	23.03	25.62	28.65	42.98	36.81	30.21	32.14	29.48
497348	10.7	2.34	6.44	1.11	1.11	10.09	10.01	0.78	1.76	2.6	2.93	0.76
393541	114.78	240.5	193.9	134.25	72.78	197.17	146.1	111.69	106.49	105.23	137.47	127.37
103909963	1.43	1.54	1.73	1.11	1.29	2.14	2.2	3.04	1.17	2.09	2.26	2.86
101886774	0.78	0.05	0.49	0.74	1.97	1.02	3.25	3.37	10.9	1.81	0.63	0.85
100538179	16.94	5.95	19.16	12.69	15.17	17.44	14.1	10.87	12.03	14.94	13.47	14.02
567608	466.46	223.08	193.98	535.87	511.44	225.02	144.73	322.64	118.05	214.57	151.6	544.82
568894	19.19	19.35	16.66	19.43	18.57	15.49	15.36	18.99	19.17	17.6	20.35	20.95
101884719	2.06	0.25	0.96	2.3	2.5	0.33	0.82	2.04	1.46	1.51	1.55	2.16
565077	14.87	5.97	14.05	12.7	19.67	11	12.43	13.92	12.39	12.24	13.78	18.77
101884594	1.91	0.77	2.09	5.07	5.51	0.57	1.29	4.84	4.82	5.91	3.47	9.48
566820	18.4	5.11	15	11.58	11.13	12.37	12.68	10.43	13.12	12.41	12.7	10.63
556443	22.72	25.65	26.53	18.99	20.88	19.98	20.15	19.46	22.82	18.43	21.53	20.19
449818	0.73	0.2	0.87	0.82	1.21	0.22	1.41	2.07	2.81	1.05	1.85	1.02
394104	66.54	73.52	51.89	57.7	56.64	71.43	86.46	46.58	61.17	60.32	59.75	73.53
101886095	22.36	3.84	19.31	23.75	30.28	10.81	12.09	16.15	14.37	19.36	9.82	32.64
393406	5.78	0.76	8.41	7.17	4.54	6.16	7.36	6.7	6.72	5.94	6.36	3.66
101884890	1.73	3.74	3.95	23.9	5.52	3.22	0.39	7.1	5.13	7.41	1.1	10.09
568423	29.26	60.07	36.46	30.6	12.39	39.9	30.59	25.99	25.51	29.68	32.97	35.15
541363	21.3	15.85	20	17.94	15.81	24.37	13.46	11.19	11.66	14.26	18.82	14.52
567451	11.64	7.08	8.14	5.83	6.28	7.75	8.15	8.32	8.63	7.91	5.67	5.95
407695	64.97	115.04	63.91	51.07	57.43	76	51.61	42.2	62.27	49.34	48.53	41.32
565015	6.36	3.56	5.63	4.06	4.56	6.26	4.93	4	4.8	2.9	4.16	3.73
337865	2.26	3.01	1.51	4.51	1.68	4.08	0.51	2.17	1.43	0.6	1.36	1.64
564698	1.7	1.08	1.45	2.42	4.02	1.2	3.32	3.77	3.42	3.29	3.92	3.17
560455	6.9	3.82	8.98	7.19	7.17	6.47	6.98	7.27	6.94	7.06	6.14	6.55
100333218	0	0	0	0	0	0	0.23	0.06	1.57	0	0.03	0
100006878	0.85	2.11	0.87	0.77	0.54	1.2	0.26	0.15	0.15	0.68	0.33	0.37
798120	1.2	1.09	1.39	0.7	1.27	1.3	0.81	1.02	0.76	1.13	0.88	1.42
796547	29.44	12.91	28.35	18.81	24.44	24.39	35.96	19.24	31.07	19.19	23.88	25.43
437002	39.03	51.03	42.32	40.59	37.45	46.47	27.44	36.82	25.7	35.92	34.76	38.63
797659	0	0.03	0	0	0	0	3.4	0.43	15.55	0.08	0.03	0.19
557957	18.63	6.84	16.9	14.32	20.43	13.88	19.16	13.72	15.89	12.73	15.21	15.79
407658	1.43	0.29	0.27	0.5	0.16	2.38	0.79	0.45	2.41	0.1	0	0.05
393317	7.69	11.43	8.49	5.83	6.51	10.14	8.4	8.06	6.69	8.98	10.12	6.34
170446	75.6	67.91	97.5	21.51	25.85	84.35	99.85	28.43	58.49	58.19	58.48	38.71
692267	6.18	1.82	6.14	4.45	7.17	5.27	7.04	7.52	7.21	7.42	7.88	6.92
553628	0.08	0.19	0.14	0.31	0.21	0.11	0.48	0.73	0.52	0.25	0.62	0.16
561595	4.53	1.27	5.23	3.82	3.69	5.61	7.19	5.42	5.31	2.79	4.93	5.13
378963	62.03	34.74	21.94	25.67	27.24	22.85	48.78	57.19	105.15	40.46	26.67	31.94
406356	0.42	0	0	0	0	0	0	0	4.31	0	0.13	0
103911956	0.15	0	0	0.22	0.05	0	0.32	0.06	0	0	0	0
567537	1.36	0	1.66	0	2.54	0.83	0.93	2.18	3.15	0	0.15	0.6
796549	6.21	0	3.86	3.5	3.72	4.96	5.15	3.55	4.73	2.35	2.28	3.72
570671	40.65	19.81	36	33.38	41.09	34.67	32.34	37.31	32.18	35.46	35.79	44.35
101887158	1.48	0.45	0.36	1.04	0.53	0.12	1	1.79	3.92	0.96	0.39	0.86
100330960	0	0	0	0	0	0	0	0	0.52	0.06	0	0.12
558898	16.12	42.62	23.31	15.59	15.78	28.49	18.35	22.69	9.66	20.1	18.48	14
566367	0.3	0	0.61	0.78	0.89	0.63	1.56	1.73	2.45	1.01	1.01	0.87
405771	1.29	3.42	1.07	0.96	2.46	9.1	7.13	2.65	4.11	1.66	5.5	4.64
569184	11.64	4.07	9.2	13.86	18.37	8.34	9.18	11.39	8.62	13.31	12.91	15.19
100535961	3.91	1.36	2.75	1.66	2.16	3.29	2.32	1.77	0.9	2.32	3.32	1.97
559834	6.77	0.11	4.26	8.94	8.77	2.39	4.33	8.7	8.35	5.8	4.99	10.16
101883704	20.24	10.92	18.16	16.38	17.21	19.59	14.35	14.04	14.96	14.05	15.16	12.22
566689	8.06	14.94	6.5	7.58	7.45	11.38	7.82	8.73	6.75	9.36	8.42	7.29
798589	5.6	1.53	5.94	4.64	6.21	4.95	9.33	5.46	6.74	5.47	6.55	6.75
101882156	1.17	1.71	0.8	0.62	0.26	1.34	0.67	1.02	0.77	0.71	0.93	0.93
378713	89.97	156.66	107.32	95.25	101.72	84.43	134.36	106.7	146.5	139.17	111.5	118.73
563556	7.7	8.47	11.87	8.74	10.81	6.61	18.45	13.64	10.12	15.49	14.34	8.68
394018	54.79	88.19	59.49	54.34	47.74	72.67	58.84	56.99	46.1	54.67	59.39	52.62
103910606	0.37	0	0.5	0.56	0.18	0.24	0.17	0.63	0.58	0.66	0.13	0.09
492647	1.98	0.71	1.77	3.73	4.58	1.2	2.97	5.23	4.4	4.17	1.99	3.75
797203	0	0	0	0	0	0.14	0	0.33	0	0	0	0
110437941	0.95	0.65	0.68	1.64	0.68	0.07	3.6	2.21	2.16	1.29	1.41	3.08
553510	6.2	0.76	5.71	2.68	3.27	3.57	5.61	4.35	4.73	3.48	4.51	4.02
100536750	0.75	0	0.1	0.91	0.25	0.38	0.39	0.88	0.37	0.66	0.11	0.15
555654	17.4	10.31	17.31	15.29	17.33	16.98	14.87	13.63	11.81	16.78	16.17	14.73
402814	1.84	1.15	1.56	5.68	2.4	2.01	1.65	2.47	2.5	2.87	1.6	2.38
556315	1.89	2.1	1.82	1.94	1.18	3.84	2.16	1.83	1.36	0.79	2.11	1.53
334269	2.85	0.39	0.3	0.47	0.22	0.14	0.15	0.94	7.67	0.18	0.19	0.07
445210	5.31	7.28	6.5	7.57	7.12	6.86	5.21	6.99	6.09	7.52	6.42	5.16
558261	0.17	0	0.05	0	0.16	0	0.4	1.12	0	0	0.2	0.05
101885156	0.09	0.4	0.38	0.46	0.5	0.48	0.45	0.81	0.85	0.41	0.45	0.66
100151249	0.47	0.38	0	0	0.93	1.46	0.02	2.39	0	5.27	4.71	1.38
110439863	0	0.08	0	0.07	0.09	0.04	0	0.06	0.24	0	0	0
565501	87.25	55.02	31.12	44.48	69.55	33.79	66.07	78.9	170.35	71.64	39.58	65.67
406848	16.93	13.8	19.18	17.38	14.46	16.57	14.69	19.41	13.45	14.08	17.27	15.41
386630	121.28	151.41	127.59	103.82	103.01	153.18	95.73	98.38	90.71	91.98	102.74	98.49
405399	0.28	0	0	0	0	0	0	0.05	0.57	0	0	0
101884392	1.83	0	1.69	0.33	1.05	2.65	2.95	0	0.84	0.1	1.47	1.82
553305	5.17	2.31	3.87	4.81	5.82	3.82	5.02	6.79	9	6.1	4.97	6.38
570003	3.53	2.4	3.48	5.71	8.84	2.92	3.59	4.57	4.05	14.06	9.92	6.47
393223	27.96	25.21	27.69	18.16	20.58	29.16	21.83	19.02	20.19	21.81	22.23	20.15
567639	5.91	4.43	6.25	8.5	8.35	4.66	9.85	8.21	10.76	6.87	6.88	7.14
108179687	0.03	0	0.05	0	0.02	0.04	0	0.11	0.12	0.02	0.03	0.05
436895	7.95	12.17	7.94	7.25	9.1	5.06	10.13	21.27	9.84	9.57	8.2	9.59
