gene_id	fpkm_TP53_1	fpkm_TP53_2	fpkm_TP53_3	fpkm_TertTP53_1	fpkm_TertTP53_2	fpkm_TertTP53_3	fpkm_Tert_1	fpkm_Tert_2	fpkm_Tert_3	fpkm_WT_1	fpkm_WT_2	fpkm_WT_3
ENSDARG00000074842	0.79	1.27	0.6	0.83	0.52	0.31	1.25	1.64	1.25	0.54	0.72	0.75
ENSDARG00000074843	0.83	0.19	0.45	0.64	1.04	0.28	0.73	1.67	0.82	0.62	1.01	1.13
ENSDARG00000074846	2.54	1.37	1.36	2.41	6.26	1.71	1.76	3.24	3.39	1.7	1.15	0.87
ENSDARG00000074848	15.12	28.67	21.65	20.67	12.32	19.02	14.64	21.12	9.68	13.09	15.74	17.51
ENSDARG00000074849	14.31	25.74	20.41	15.74	19.19	14.34	26.23	37.55	26.87	20.31	20.03	17.48
ENSDARG00000074850	1.19	0.99	1.29	1.78	1.83	1.73	3.98	3.53	4.31	2.41	2.88	3.94
ENSDARG00000074851	0.44	0	0.11	0.16	0.47	0.63	0.55	0.4	1.05	0.19	0.55	0.63
ENSDARG00000074852	0.29	0.56	0.39	1.11	0.27	0.65	0.48	0.75	0.36	0.51	0.29	0.76
ENSDARG00000074854	0.32	0.54	0.7	0.31	0.2	0	0.19	1.12	0.48	2.68	0.19	1.08
ENSDARG00000074858	12.87	15.13	14.55	12	12.51	13.17	13.1	13.39	14.86	13.25	14.69	11.32
ENSDARG00000074860	0.63	1.54	2.86	0.89	2.02	1.21	4.86	1.02	2.63	4.41	3.03	2.82
ENSDARG00000074863	2.01	2.55	2.25	2.58	3.45	1.53	0.87	2.39	1.75	2.82	3.37	3.46
ENSDARG00000074865	7.2	4.44	7.71	19.79	13.46	5.49	4.84	10.88	9.4	14.77	10.75	13.45
ENSDARG00000074866	20.45	0.83	17.3	14.97	10.52	13.51	13.81	9.03	10.9	11.46	8.86	14.04
ENSDARG00000074867	0.33	0.03	0.15	0.13	0.12	0.12	0.18	0.29	0.56	0	0.14	0.09
ENSDARG00000074869	10.19	17.53	7.75	11.13	7.62	4.81	10.64	28.37	9.72	8.86	15.14	13.57
ENSDARG00000074876	0.3	0	0.61	0.78	0.89	0.63	1.56	1.73	2.45	1.01	1.01	0.87
ENSDARG00000074889	3.02	1.35	2.74	3.6	2.11	3.98	1.33	3.92	2.25	3.07	2.19	2.77
ENSDARG00000074892	7.51	20.58	9.53	9.45	7.5	10.92	6.84	12.95	5.54	5.17	9.68	8.2
ENSDARG00000074894	3.34	2.94	5.03	4.68	5.72	3.01	8.23	6.08	5.31	6.11	6.29	5.47
ENSDARG00000074895	0.45	1.7	1.61	1.5	1.22	1.24	0.97	2.31	1.05	1.09	0.98	1.46
ENSDARG00000074897	0	0	0.06	0	0.06	0	0	0.09	0.06	0	0	0.35
ENSDARG00000074899	16.26	12.75	15.49	13.37	19.21	16.32	16.28	14.42	14.48	14.48	14.77	15.42
ENSDARG00000074902	4.3	0.12	2.02	6.03	8.78	0.94	1.97	6.38	4.63	7.83	5.31	9.66
ENSDARG00000074903	10.29	2.4	9.74	9.26	11.52	8.17	13.01	9.04	9.61	9.69	11.75	9.47
ENSDARG00000074904	17.24	7.27	18.92	14.19	13.56	9.02	33.91	26.25	12.18	14.68	21.34	11.22
ENSDARG00000074905	9.18	1.66	7.45	13.21	14.14	3.56	13.81	13.92	13.84	12.86	10.93	12.16
ENSDARG00000074906	15.81	0.77	5.75	14.99	20.62	5.28	3.15	10.75	6.53	8.61	2.69	18.98
ENSDARG00000074908	0.85	1.54	1.02	2	1.76	0.76	1.47	3.41	5.91	1.44	0.91	1.38
ENSDARG00000074909	3.5	1.32	3.8	3.01	2.02	4.49	3.23	2.88	2.34	3.01	4.09	3.62
ENSDARG00000074910	5.91	1.81	9.09	5.98	7	7.13	6.1	7.37	7.63	7.42	6.44	7.34
ENSDARG00000074915	0.3	0.21	0.84	0.47	0.82	0.48	0.85	1.16	2.08	0.96	1.24	1
ENSDARG00000074921	84.44	15.1	102.95	83.73	97.61	61.54	84.88	57.44	70.6	95.81	82.69	96.8
ENSDARG00000074927	0.07	0	0.07	0.15	0.42	0.31	0.13	0.48	0.98	0.65	0.38	0.07
ENSDARG00000074930	0	0	0.06	0.02	0.04	0	0.04	0.04	0.1	0.09	0.06	0
ENSDARG00000074933	3.17	5.3	4.34	2.68	2.08	3.72	2.96	3.54	2.42	2.96	3.7	2.43
ENSDARG00000074947	0.35	0.07	0.26	0.04	0.09	0.04	0.76	0.64	2.95	0.48	0.04	0.4
ENSDARG00000074949	0.08	0	0.25	0	0.08	0.04	0.31	0.31	0.69	0	0	0.11
ENSDARG00000074950	0	0	0	0	0.09	0	0.09	0.17	0	0	0	0.66
ENSDARG00000074955	14.42	5.37	14.22	13.08	14.45	13.23	17.26	14.88	18.72	14.98	13.38	17.11
ENSDARG00000074967	17.55	19.9	18.23	19.37	17.61	15.37	18.87	20.53	21.63	21.16	19.52	21
ENSDARG00000074968	4.17	3.6	3.88	3.02	3.78	5.4	3.89	3.56	3.15	3.78	2.53	2.19
ENSDARG00000074979	7.35	5.35	7.27	5.99	5.29	7.68	6.98	6.63	8.35	4.32	5.95	6.43
ENSDARG00000074983	0	0.78	0.5	0.45	0.7	0	0	0.28	0.18	0.4	0	0.06
ENSDARG00000074985	37.79	79.46	34.76	43.99	39.75	35.02	36.82	48.98	39.61	45.38	46.05	43.33
ENSDARG00000074989	2.62	1.7	0.62	1.62	1.41	0.57	1.46	2.02	1.9	2.3	1.04	3.39
ENSDARG00000074995	10.54	14.67	14.28	13.23	15.7	12.17	15.74	16.9	14.06	16.22	16.42	18.32
ENSDARG00000074996	5.51	1.21	5.61	5.73	6.41	6.87	5.73	6.27	6.25	5.69	4.47	4.69
ENSDARG00000075007	41.3	45.81	35.71	39.53	38.3	45.45	29.81	30.33	22.67	43.17	37.59	46.62
ENSDARG00000075008	0.17	0.21	0.88	0.9	0.48	0.54	0.87	0.69	1.11	1.29	0.44	1.06
ENSDARG00000075012	10.02	4.74	6.29	18.01	17.52	4.03	2.6	16.12	8.34	15.18	6.86	19.72
ENSDARG00000075013	5.26	2.92	5.75	6.11	7.48	5.4	6.09	5.23	7.92	4.97	5.29	5.21
ENSDARG00000075014	68.78	92.43	91.65	50.37	47.84	95.5	81.85	64.11	61	64.66	66.19	54.46
ENSDARG00000075015	5.19	13.14	9.34	5.22	7.37	6.59	11.15	13.73	12.96	15.19	19.13	16.67
ENSDARG00000075016	0.01	0	0	0.01	0.02	0.05	0.01	0.01	0.01	0	0.03	0.01
ENSDARG00000075017	0.16	1.51	0.13	0.79	0.58	0.08	1.12	1.68	1.32	0.4	0.47	0.14
ENSDARG00000075024	2.23	0.26	2.09	2.44	3.34	1.05	5.6	4.09	3.21	2.97	2.89	4.03
ENSDARG00000075025	9.88	18.02	11.46	9.95	11.78	11.92	9.1	12.37	9.71	10.36	10.33	13.12
ENSDARG00000075030	0.47	0.38	0	0	0.93	1.46	0.02	2.39	0	5.27	4.71	1.38
ENSDARG00000075033	2.56	4.39	3.33	3.05	3.3	3.14	2.44	3.66	3.12	2.43	3.23	3.75
ENSDARG00000075034	38.16	7.06	18.89	63.09	46.4	18.18	43.06	52.41	26.07	35.41	16.02	52.96
ENSDARG00000075036	0.07	0	0.14	0	0	0	0	0	0	0.29	0	0
ENSDARG00000075041	18.35	14.53	20.37	24.78	23.41	18.52	14.01	19.78	15.19	24.06	20.8	24.05
ENSDARG00000075043	37.92	33.95	34.63	16.13	23.46	50.33	38.1	10.96	13.42	22.5	28.7	13.72
ENSDARG00000075045	2.68	2.15	4.62	1.27	2.47	0	4.03	37.85	14.86	3.46	2.6	2.92
ENSDARG00000075046	0.05	0	0	0	0	0.13	0	0	0	0	0	0
ENSDARG00000075048	31.38	17.17	24.69	31.83	34.34	24.3	38.27	33.61	20.78	38.6	35.38	39.06
ENSDARG00000075053	0.12	0.32	0.42	0.04	0.05	0.33	0.29	0	0	0.19	0.13	0.24
ENSDARG00000075054	2.56	2.59	0.26	17.41	1.41	0.68	7.01	6.95	2.33	2.59	2.63	0.81
ENSDARG00000075057	3.83	7.4	3.35	4.41	3.6	4.55	3.13	3.51	3.14	4.1	3.29	4.61
ENSDARG00000075058	0.03	0.32	0.04	0	0.04	0	0.03	0.03	0.03	0	1.77	0
ENSDARG00000075067	0.28	0	0.05	0	0	0.14	0.09	0	0.04	0	8.06	0.17
ENSDARG00000075072	5.06	9.93	7.9	4.3	4.62	5.59	7.09	5.7	6.26	4.82	7.3	5.54
ENSDARG00000075083	3.54	1.82	4.49	3.53	3.24	5.83	3.89	3.26	4.42	2.77	3.3	3
ENSDARG00000075092	0.08	0.39	0.08	0.16	0.04	0.28	0.67	0.86	0.97	0.04	0.22	0.29
ENSDARG00000075098	18.77	6.81	13.71	19.09	21.49	13.26	11.42	15.12	11.02	14.97	15.57	28.17
ENSDARG00000075100	3.89	4.72	6.43	8.36	10.62	5.79	4.9	6.67	7.79	11.44	9.53	8.15
ENSDARG00000075107	9.44	8.93	0	62.72	3.69	1.42	3.29	34.19	21.48	35.33	1.47	4.49
ENSDARG00000075108	4.97	2.74	4.82	4.63	4.22	4.88	5.05	4.35	6.67	4.62	3.6	4.23
ENSDARG00000075110	5.51	0.94	6.56	12.34	16.22	3.27	9.13	12.38	13.87	19.49	16.71	15.3
ENSDARG00000075111	0.37	0.01	0.22	0.33	0.48	0.02	0.84	0.99	1.08	0.42	0.24	0.39
ENSDARG00000075112	0	0.07	0.06	0.46	0.51	0	0	0.42	1.33	1.49	0.54	0.52
ENSDARG00000075113	0	0	0.17	0	0	0.04	0	0	0.28	0	0	0
ENSDARG00000075116	18.37	11.17	17.54	18.45	23.96	11.29	15.36	22.93	18.7	24.51	19.7	21.62
ENSDARG00000075121	2.78	2.37	0.68	3.3	1.48	1	1.57	1.68	7.75	1.4	0.94	1.94
ENSDARG00000075123	23.28	17.29	16.7	17.85	18.69	31.11	14.36	19.3	16.36	17.49	16	19.6
ENSDARG00000075126	13.02	10.17	13.38	13.96	13.19	14.15	13.31	9.35	12.35	14.49	15.62	15.45
ENSDARG00000075129	24.9	56.16	29.59	24.42	19.66	39.16	23.48	23.16	23.38	36.08	25.97	20.06
ENSDARG00000075132	42.59	72.87	55.96	48.99	46.39	57.85	57.84	50.89	53.38	73.91	62.2	51.33
ENSDARG00000075133	20.86	27.14	30.08	51.14	41.86	23.26	20.74	35.29	21.54	39.28	31.5	34.43
ENSDARG00000075139	11.67	0.24	9.6	8.13	15.58	6.13	11.75	8.27	11.46	11.9	10.43	16.9
ENSDARG00000075140	11.64	4.07	9.2	13.86	18.37	8.34	9.18	11.39	8.62	13.31	12.91	15.19
ENSDARG00000075141	14.37	1.76	7.31	21.94	32.81	5.43	6.79	31.76	10.97	28.18	15.73	41.03
ENSDARG00000075143	2.56	3.98	1.7	5.14	3.67	1.48	2.48	3.15	4.08	2.76	2.8	3.15
ENSDARG00000075147	3.24	3.49	4.47	5.08	5.87	3.41	1.38	2.8	1.89	2.75	3.67	5.7
ENSDARG00000075149	3.01	1	2.91	2.11	2.35	1.74	3.13	3.04	4.13	2.1	2.27	3.1
ENSDARG00000075151	12.23	15.14	23.2	8.42	7.97	15.25	9.76	31.56	18.06	3.74	7.87	5.04
ENSDARG00000075156	2.33	1.86	2.96	2.93	2.94	2.25	5.85	7.73	11.39	2.55	3.38	2.67
ENSDARG00000075158	1.6	0.69	2.62	2.57	2.59	2.44	1.59	1.89	1.2	1.57	1.86	2.02
ENSDARG00000075159	0.25	0	0.06	0.02	1.22	0.15	0.12	2.6	0	0.03	0.02	1.98
ENSDARG00000075161	1.27	0	0	0	0	0	0	0	0.12	0	0.44	0
ENSDARG00000075163	1.36	0	1.66	0	2.54	0.83	0.93	2.18	3.15	0	0.15	0.6
ENSDARG00000075164	0.87	1.27	0.27	0.96	1.21	0.15	0.94	2.79	1.68	1.03	1.11	1.23
ENSDARG00000075165	6.81	0.44	8.14	6.69	8.04	5.79	7.23	7.76	6.5	6.49	5.68	8.78
ENSDARG00000075169	1.72	0.88	1.56	1.91	2.18	2.27	1.67	2.43	1.59	1.59	2.49	2.36
ENSDARG00000075170	7.43	1.31	6.95	8.16	7.63	3.66	6.7	6.3	7.3	10.77	8.09	9.92
ENSDARG00000075172	4.41	1.9	4.87	5.35	5.17	3.33	4.63	6.13	3.03	5.68	4.05	7.84
ENSDARG00000075177	0.66	0.19	0.64	1.97	1.88	0.11	0.54	1.96	1.04	2.13	1.13	2.51
ENSDARG00000075178	3.65	5.04	3.9	4.12	4.82	4.92	5.26	8.88	9.39	3.97	4.11	3.78
ENSDARG00000075181	0.21	0.04	0.32	0.42	0	0.64	0.75	0.27	1.59	0.25	0.08	0.07
ENSDARG00000075183	0.58	0.65	0.63	1.76	1.81	0.12	0.48	0.71	0.53	3.42	3.07	0.52
ENSDARG00000075188	2.98	0.65	2.36	2.52	5.31	1.59	2.26	4.07	1.98	2.22	2.89	5.77
ENSDARG00000075189	4.76	3.59	5.88	10.98	11.26	4.03	5.24	7.65	5.71	11.06	8.37	11.52
ENSDARG00000075191	0.03	0.15	0.1	0	0.66	0.03	0.03	13.84	0	0	0.25	0.12
ENSDARG00000075192	6.74	8.77	6.1	6.83	8.57	5.26	7.58	8.83	6.53	7.76	7.22	8.77
ENSDARG00000075194	8.12	8.67	8.46	9.45	9.05	12.67	8.09	8.42	6.07	7.78	9.89	7.44
ENSDARG00000075201	7.55	15.8	15.17	23.22	21.04	12.18	11.75	19.59	18.86	29.93	22.05	19.1
ENSDARG00000075203	0.54	0.13	0.12	0.06	0	0.46	0.05	0.05	0.11	0	0.05	0
ENSDARG00000075206	3.38	3.46	4.77	7.93	5.39	3.86	3.08	8.82	4.16	6.51	4.38	6.19
ENSDARG00000075209	18.78	26.21	31.62	19.45	22.14	25.46	14.62	13.54	9.87	22.92	19.78	12.81
ENSDARG00000075211	28.56	10.4	28.35	6.34	9.2	31.71	23.63	8.81	10.91	6.76	12.45	8.09
ENSDARG00000075212	3.52	0.66	3.63	2.75	4.45	2.04	2.39	3	3.04	1.97	1.59	4.74
ENSDARG00000075215	8.34	6.04	9.7	13.22	12.83	8.22	8.67	10.3	9.42	9.87	11.11	10.28
ENSDARG00000075217	0.18	0	0.49	0.09	0.15	0.11	0.29	0.06	0.1	0.18	0.45	0.24
ENSDARG00000075222	20.96	22.15	20.3	13.18	14.03	28.26	17.11	12.48	8.58	13.56	18.02	10.38
ENSDARG00000075225	1.66	0.68	1.77	1.18	2.22	2.63	2.65	2.36	3.06	1.33	1.69	1.74
ENSDARG00000075226	18.81	6.17	18.93	13.1	19.64	15.97	20.8	19.61	17.22	21.83	20.31	19.7
ENSDARG00000075229	4.83	2.14	2.94	1.99	3.4	2.17	2.32	2.72	2.46	1.49	2.05	2.01
ENSDARG00000075230	4.82	0.7	6.4	3.56	2.7	4.91	8.01	2.5	5.45	3.28	4.17	4.95
ENSDARG00000075240	0	0	0	0.05	0	0	0	0	0	0	0	0
ENSDARG00000075245	16.68	3.15	16.31	22.12	28.45	13.15	20.61	20.44	19.64	31.07	26.23	26.54
ENSDARG00000075248	0.14	0	0.09	0	0.09	0.05	0.6	0.22	0.3	0	0.09	0.08
ENSDARG00000075249	35.68	19.98	24	37.6	45.25	16.57	32.02	42.57	34.15	44.1	32.84	40.45
ENSDARG00000075252	15.05	7.05	12.12	9.34	12.05	13.3	11.87	10.78	10.4	9.88	11.32	10.97
ENSDARG00000075253	3.5	3.79	3.74	3.68	6.21	2.98	4.35	6.07	7.01	3.24	3.67	4.51
ENSDARG00000075261	5.23	1.74	3.2	7	7.11	1.19	5.52	8.96	4.53	8.05	6.28	9.24
ENSDARG00000075263	0.78	0	0.23	0.2	0.63	0.26	0	0.32	0.6	0.34	0.04	0.17
ENSDARG00000075264	2.4	1.75	2.39	6.17	3.46	2.31	1.84	6.35	2.96	4.08	3.19	7.01
ENSDARG00000075265	0.23	0	0.09	0.14	0.13	0.09	0.09	1.11	0.09	0.29	0	0.25
ENSDARG00000075269	14.69	15.79	14.74	13.4	9.47	17.72	9.57	10.74	7.04	8.52	8.8	8.54
ENSDARG00000075271	11.23	5.91	10.59	12.78	13.13	10.05	6.92	9.7	10.44	9.98	9.37	11.74
ENSDARG00000075277	1.1	1.78	2.38	3.89	2.81	1.56	1.62	2.05	2.03	3.16	2.82	2.77
ENSDARG00000075281	27.17	15.24	30.82	24.36	32.04	21.79	19.24	17.65	15.95	27.02	21.88	20.66
ENSDARG00000075282	15.42	8.12	17.89	19.37	12.41	13.61	17.78	10.01	12.06	14.09	13.98	21.69
ENSDARG00000075284	0.36	0.15	0.68	0.86	0.62	1	0.38	0.88	0.5	0.95	0.58	0.72
ENSDARG00000075285	7.32	4.93	5.36	5.43	4.9	2.11	3.56	5.94	2.09	3.57	3.59	5.96
ENSDARG00000075288	0	0	0	0	0	0	0.08	0.14	0	0	0	0
ENSDARG00000075292	0.28	0	0.16	0.6	0.15	0.1	0.15	0.7	0.37	0.2	0.24	0.03
ENSDARG00000075295	0.68	0.48	0.07	0.43	1.35	0.41	0.24	0.58	0.11	0.07	0.9	0.65
ENSDARG00000075296	0.07	0	0.07	0.04	0.1	0.14	0.3	0.1	5.14	0	0	0.9
ENSDARG00000075297	15.44	12.73	14.2	12.19	11.82	20.66	15.1	10.79	9.67	9.57	12.57	8.96
ENSDARG00000075299	0.28	0	1.96	1.55	1.15	1.21	2.95	3.18	2.49	2.49	1.91	1.84
ENSDARG00000075301	11.25	21.82	12	1.33	4.83	19.38	17.49	3.8	53.31	4.22	11.68	5.28
ENSDARG00000075307	0.33	0.14	0.26	1.06	1.14	0.06	1.49	1.75	0.67	1.09	1.62	1.56
ENSDARG00000075314	13.71	13.88	17.14	7.32	9.81	18.02	8.87	10.93	7.99	8.57	10.37	5.84
ENSDARG00000075323	6.4	4.3	6.88	5.83	9	6.14	5.77	6.02	6.66	4.55	5.73	5.19
ENSDARG00000075325	22.18	39.48	20.31	23.09	18.31	20.91	19.74	23.42	28.63	25.09	23.92	20.06
ENSDARG00000075327	4.47	1.6	3.75	5.25	6.49	2.64	5.28	6.52	4.6	6.59	5.81	5.52
ENSDARG00000075330	0	0.21	0	0	0.1	0	0	0	0.09	1.46	0	0.17
ENSDARG00000075331	6.85	1.31	5.08	5.38	7.53	5.05	6.55	4.69	7.04	6.29	5.42	5.15
ENSDARG00000075333	14.57	10.75	14.85	10.17	12.47	14.57	12.93	11.55	8.57	10.37	11.48	11.87
ENSDARG00000075334	13.38	5.87	11.37	17.03	16.44	15.14	11.65	11.64	9.3	14.92	14.79	12.59
ENSDARG00000075337	4.83	5.54	4.14	4.55	4.89	2.33	3.8	3.93	4.72	4.34	4.2	4.82
ENSDARG00000075339	3.1	0.56	2.18	4.15	3.35	2.9	4.6	3.52	3.15	4.8	2.09	6.77
ENSDARG00000075340	10.07	3.44	10.48	9.34	8.89	11.53	9.33	8.93	9.07	9.31	9.82	7.5
ENSDARG00000075343	0	0.55	0.34	0.31	0.52	0.07	0.4	0	0.28	0.12	2.03	0.49
ENSDARG00000075345	4.07	3.58	5.95	3.67	7.05	2.49	6.86	5.02	4.58	6.29	10.6	20.75
ENSDARG00000075346	4.78	8.65	6.29	4.75	4.1	7.65	4.62	6.73	5.89	4.58	6.96	4.53
ENSDARG00000075347	2.08	2.14	3.52	3.16	4.06	2.27	4.94	4.74	5.91	3.13	4.28	4.09
ENSDARG00000075349	9.68	10	10.05	12.05	11.47	8.5	10.26	8.78	16.57	9.84	9.98	7.74
ENSDARG00000075352	4.87	10.49	8.37	12.68	10.12	7.69	4.8	9.24	6.1	14.79	9.7	12.24
ENSDARG00000075354	0.47	0.32	0.53	0.65	1.03	0.26	0.63	0.86	1.8	0.56	0.48	0.49
ENSDARG00000075355	0	0	0.44	0.35	0.27	0.21	0.89	1.87	2.17	0.37	0.3	0.2
ENSDARG00000075362	1.78	1.27	2.05	4.94	4.18	0.85	1.8	5.2	2.74	3.98	3.66	4.08
ENSDARG00000075368	0.6	0.49	1.42	0.93	1.09	0.96	1.02	1.33	0.67	1.85	1.68	1.4
ENSDARG00000075369	20.16	20.61	20.24	14.62	14.53	19.58	17.57	16.03	17.04	15.48	16.06	16.78
ENSDARG00000075375	0	0.18	0.16	0.26	0.08	0.08	0.11	0	0.27	0	0.23	0.07
ENSDARG00000075376	27.15	3.13	23.01	19.58	37.85	15.95	18.4	17.43	17.86	28.29	22.89	31.83
ENSDARG00000075380	6.25	9.72	7.09	5.08	6.42	7.64	4.72	5.85	7.6	4.95	4.53	5.62
ENSDARG00000075382	22.87	16.09	25.58	27.75	29.74	18.7	16.15	23.88	14.39	26.72	21.34	26.58
ENSDARG00000075383	11.88	1.91	12.12	9.66	9.73	10.74	18.98	10.97	8.69	14.85	13.02	12.62
ENSDARG00000075389	0.12	0.17	0.83	0.28	0.68	0.61	0.28	2.18	1.25	0.03	0.05	0.25
ENSDARG00000075393	182.43	207.47	194.02	184.4	157.87	192.81	156.43	150.71	130.71	188.46	171.49	176.21
ENSDARG00000075395	4.11	4.09	4.63	3.94	3.56	4.11	2.12	3.75	2.09	3.43	3.73	4.17
ENSDARG00000075397	1.95	0.07	2.24	1.13	1.8	3.59	2.2	5.92	2.63	2.88	3.11	3.07
ENSDARG00000075400	17.23	10.44	18.23	12.38	17.63	17.4	13.38	11.54	8.79	15.06	13.82	14.19
ENSDARG00000075403	0	2.26	0.71	0	0.27	0	0	0.22	0	0.21	0.44	0.42
ENSDARG00000075405	4.99	3.98	4.73	4.08	4.54	4.49	5.13	4.11	8.27	5.05	5.96	3.03
ENSDARG00000075416	7.47	13.85	5.48	10.17	5.18	8.46	7.66	8.37	4.92	8.23	6.64	6.73
ENSDARG00000075417	3.41	2.59	3.67	3.96	3.09	2.21	3.87	5.26	1.65	3.74	3.53	3.61
ENSDARG00000075421	0	1.63	0.2	0	0.31	0	0.66	0.47	1.17	0.27	0.19	0
ENSDARG00000075433	2.85	0.39	0.3	0.47	0.22	0.14	0.15	0.94	7.67	0.18	0.19	0.07
ENSDARG00000075435	24.04	13.82	24.63	31.02	32.5	19.05	16.17	23.46	16.58	24.79	21.29	26.95
ENSDARG00000075436	0.13	0.33	0.03	0.08	0.1	0.04	0.61	0.41	1.33	0.13	0.07	0.06
ENSDARG00000075437	18.04	10.72	14.7	12.12	17.06	15.01	11.28	15.84	17.28	12	13.58	13.94
ENSDARG00000075441	0.66	0.37	0.56	1.43	0.55	0.27	0.69	2.73	1.15	0.82	0.44	1.53
ENSDARG00000075444	15.67	31.33	15.71	10.76	14.62	13.51	15.42	15.06	14.13	8.67	12.91	12.14
ENSDARG00000075445	60.27	90.41	56.49	75.56	57.53	53.07	66.98	82.67	76.77	64.91	57.44	61.16
ENSDARG00000075446	12.07	11.66	12.99	13.21	13.15	12.17	11.79	13.03	14.94	10.53	11.65	12.31
ENSDARG00000075450	9.85	7.12	9.01	4.95	6.6	5.7	7.36	3.76	5.18	5.44	5.71	6.58
ENSDARG00000075454	28.61	30.29	23.93	37.13	20.06	39.02	15.85	14.18	21.88	13.96	23.26	28.06
ENSDARG00000075455	54.35	41.46	51.84	51.52	51.49	50.73	36.77	35.89	28.43	42.51	42.9	42.51
ENSDARG00000075456	7.72	4.96	9.63	6.2	7.33	9.46	8.9	6.21	5.75	6.15	6.02	4.82
ENSDARG00000075459	2.65	2.55	4.06	4.39	2.69	2.64	3.79	2.57	2.86	5.41	2.94	3.73
ENSDARG00000075461	4	0.91	7.35	4.21	5.02	3.54	5.55	6.55	5.36	4.6	6.77	6.21
ENSDARG00000075463	0	0.26	0	0.05	0	0	0.09	0.09	0.27	0	0	0
ENSDARG00000075467	1.26	1.02	1.31	4.56	1.92	1.1	2.07	3.87	1.92	4.32	1.92	2.53
ENSDARG00000075468	17	21.65	10.61	28.54	19.69	9.88	23.35	26.11	26.08	14.14	15.52	22.71
ENSDARG00000075470	1.41	1.84	2.33	1.9	1.23	2.59	1.11	1.23	1.77	2.2	2.01	1.9
ENSDARG00000075480	0	0	0	0	0	0	0	0.1	0	0.1	0	0
ENSDARG00000075482	0.06	0	0.23	0.64	0.3	0.07	0.11	0	0.14	0	0	0
ENSDARG00000075487	0.27	1.73	0.39	1.04	0.63	0.55	0.82	1.82	0.79	0.55	1.49	1
ENSDARG00000075491	18.9	11.38	18.81	37.82	42.11	13.98	17.03	26.49	24.9	40.86	31.59	33.77
ENSDARG00000075492	3.66	2.47	3.2	1.7	3.62	1.9	1.96	2.32	2.63	2.55	4.7	3.22
ENSDARG00000075501	0.09	0.27	0	0.17	0.16	0.37	0.23	0.04	0.19	0.6	0.19	0.11
ENSDARG00000075504	1.05	0.41	0.73	0.46	0.94	0.22	1.59	2.81	2.24	0.29	0.39	0.42
ENSDARG00000075505	1.54	0.16	1.46	0.87	1.05	0.61	1.71	1.43	2.07	1.43	0.65	1.51
ENSDARG00000075508	0	0	0	0	0	0	0	0	0.1	0	0	0
ENSDARG00000075509	14.02	7.4	15.8	11.22	14.45	18.37	15.67	14.59	11.34	13.96	15.9	14.36
ENSDARG00000075513	98.72	60.63	33.08	191.28	132.63	88.04	39	113.3	45.06	102.02	69.13	129.39
ENSDARG00000075515	0.15	0.07	0	0.15	0.15	0.14	0.14	0.35	3.41	0.13	0.14	0
ENSDARG00000075521	0.14	0	0.13	0.25	0.1	0.05	0	0.2	0.05	0.12	0.05	0.19
ENSDARG00000075525	2.2	0.12	1.53	2.93	2.85	2	6.66	6.01	4.21	4.22	3.82	4.93
ENSDARG00000075526	24.77	18.31	24.69	20.62	21.77	26.3	19.72	19.01	17.01	18.1	21.29	23.4
ENSDARG00000075527	0	1.03	0	0	0	0	0	0	0	0	0.32	0
ENSDARG00000075528	5.42	6.08	8.03	5.83	5.02	4.29	9.11	8.66	5.68	3.61	4.77	5.49
ENSDARG00000075530	8.01	6.31	9.2	6.34	8.16	6.95	10.79	10.14	10.23	9.11	9.14	7.16
ENSDARG00000075532	3.18	0.87	3.55	8.92	13.94	2.18	3.81	9.65	9.54	15.34	11.39	13.76
ENSDARG00000075533	2.47	0.79	2.36	1.41	1.59	2.22	1.68	1.17	1.66	1.14	1.83	0.92
ENSDARG00000075536	22.65	31.01	28.4	19.84	21.17	28.83	31.7	50.84	48.9	25.94	24.69	26.69
ENSDARG00000075539	14.93	2.26	17.5	15.51	19.71	11.91	16.89	11.09	12.99	17.35	23.02	15.54
ENSDARG00000075541	0	0.22	0	0	0	0	0.16	0	0	0	0	0
ENSDARG00000075542	5.45	5.08	9.51	29.96	14.87	3.72	6.97	13.51	11.44	16.67	14.47	9.13
ENSDARG00000075543	15.34	9.59	15.71	11.03	13.79	17.2	15.22	11.44	14.36	12.94	12.3	11.24
ENSDARG00000075545	64.96	36.88	63.96	51.83	57.04	66.08	49.74	45.6	43.9	47.03	51	46.61
ENSDARG00000075549	0.82	0	0.43	1.17	1.84	0.4	1.48	2.82	1.54	2.24	3.92	1.37
ENSDARG00000075551	0.43	0.19	0.58	0.91	0.35	0.45	0.29	0.36	0.35	0.28	0.58	0.26
ENSDARG00000075555	0.17	0.18	0.22	0.37	0.16	0.27	0.19	0.92	0.17	0.14	0.1	0.17
ENSDARG00000075556	12.33	11.85	11.87	16.35	14.66	11.79	16.81	13.52	13.18	14.61	15.58	9.8
ENSDARG00000075557	2.44	1.65	1.16	1.82	1.79	0.31	1.63	4.31	2.01	2.07	1.15	1.25
ENSDARG00000075559	16.18	18.58	14.15	16.17	14.54	14.38	15.34	18.34	20.47	15.88	13.93	15.44
ENSDARG00000075560	10.81	3.03	9.86	8.7	10.42	9.67	9.5	7.1	9.49	7.81	9.36	8.67
ENSDARG00000075561	0.8	0.6	1.46	1.98	1.2	1.4	0.64	1.45	1.45	0.74	0.68	1.11
