gene_id	fpkm_TP53_1	fpkm_TP53_2	fpkm_TP53_3	fpkm_TertTP53_1	fpkm_TertTP53_2	fpkm_TertTP53_3	fpkm_Tert_1	fpkm_Tert_2	fpkm_Tert_3	fpkm_WT_1	fpkm_WT_2	fpkm_WT_3
ENSDARG00000000001	8.47	5.51	5.9	3.87	7.2	8.86	5.43	6.02	3.79	5.36	6.19	9.26
ENSDARG00000000002	3.3	0.36	2.23	3.06	1.32	0.96	1.49	6.41	3.03	1.55	1.35	1.37
ENSDARG00000000018	14.6	21.45	13.15	11.67	11.48	20.76	15.44	10.6	11.63	8.07	11.34	10.37
ENSDARG00000000019	38.41	20.74	44.3	42.15	48.59	40.86	50.07	38.2	43.52	32.12	47.22	43.26
ENSDARG00000000068	9.14	8.01	10.44	3.68	4.49	7.32	13.52	10.61	8.35	7.66	12.03	8.73
ENSDARG00000000069	73.21	73.62	70.26	75.05	73.72	63.85	51.77	119.88	77.11	68.18	62.24	88.28
ENSDARG00000000086	22.61	9.93	24.46	24.49	34.51	19.43	28.34	23.14	27.19	30.47	26.44	29.81
ENSDARG00000000103	35.26	13.03	30.15	48.26	42.02	24.96	37.05	33.54	22.99	36.59	32.01	36.23
ENSDARG00000000142	10.63	3.35	9.47	13.03	13.49	7.91	12.42	20.78	15.11	19.45	12.3	20.05
ENSDARG00000000151	3.82	4.7	6.35	5.89	7.2	8.2	4.66	5.41	6.09	7.08	6.57	5.71
ENSDARG00000000161	3.95	3.53	3.31	4.99	6.23	3.48	3.62	4.06	3.75	5.01	4.58	6.04
ENSDARG00000000175	5.49	3.95	2.86	0.13	0.04	0.52	5.62	1.02	4.92	5	0.24	4.99
ENSDARG00000000183	25.68	18.43	28.01	28.25	27.39	28.97	19.71	19.51	16.61	24.01	25.63	24.45
ENSDARG00000000189	14.75	0.98	11.99	18.02	25.32	6.71	20.85	21.11	27.6	26.19	19.08	25.29
ENSDARG00000000212	3.91	199.55	0.54	20.73	0.05	2.89	476.84	10.17	2600.76	0.41	3.27	1.22
ENSDARG00000000229	6.05	0.56	4.21	4.07	5.8	4.62	4.67	5.18	5.73	3.2	5.93	5.41
ENSDARG00000000241	15.02	10.63	15.56	16.32	13.5	20.4	16.7	15.92	14.48	14.75	12.48	16.9
ENSDARG00000000349	0.84	0	0.7	0.64	0.84	0.17	0.33	0.91	0.51	0.79	0.25	2.39
ENSDARG00000000369	0	0	0.18	0.13	0	0.06	0.28	0.17	0.4	0	0.23	0
ENSDARG00000000370	28.88	10.19	24.61	25.73	34.18	28.2	25.05	22.02	16.58	27.03	25.63	33.36
ENSDARG00000000380	0.52	0	0.26	0.85	0.25	0.46	0.5	0.53	0.33	0.46	21.58	0.65
ENSDARG00000000394	31.33	30.27	33.9	31.15	35.26	31.3	26.28	27.77	24.72	29.62	28.61	25.44
ENSDARG00000000423	7	5.92	6.27	7.87	11.2	11.47	7.28	10.9	7.94	11	10.19	8.64
ENSDARG00000000442	4.04	1.96	5.87	6.33	9.12	4.37	7.95	10.59	7.45	7.09	7.64	6.22
ENSDARG00000000460	1.2	0	0.18	1.18	0.27	0.26	0.18	0.12	0.22	0.65	0.25	0
ENSDARG00000000472	8.56	1.93	9.48	11.86	14.72	5.28	13.83	13.58	9.05	17.36	15.35	15.91
ENSDARG00000000474	0	0	0	0	0	0	0	0	0	0	0	0.06
ENSDARG00000000476	1.4	0.92	1.53	1.39	1.3	2.01	1.46	1.81	1.91	1.6	1.51	1.22
ENSDARG00000000489	11.98	12.56	9.15	9.89	15.35	11.08	10.58	12.58	15.4	9.29	8.74	10.63
ENSDARG00000000503	119.51	16.33	113.12	112.99	123.25	86.71	157.03	92.37	77.44	167.39	153.22	132.51
ENSDARG00000000516	0.02	0.04	0.14	0.15	0.17	0.13	0.08	0.27	0.28	0.07	0.15	0.15
ENSDARG00000000529	4.88	4.05	6.25	5.5	5.47	6.45	4.56	4.26	4.39	4.63	5.22	4.02
ENSDARG00000000540	11.88	16.71	13.85	15	12.54	12.52	13.46	14.28	10.69	12.48	13.98	11.33
ENSDARG00000000542	9.81	14.1	9.56	9.87	10.15	10.77	9.92	12.47	10.38	9.99	9.86	11.17
ENSDARG00000000551	25.42	36.86	23.39	29.4	33.93	22.17	23.39	36.74	20.31	26.49	24	37.86
ENSDARG00000000563	0.77	0.05	0.1	0.25	0.03	0.09	0.11	0.07	1.58	0.06	0.08	0.02
ENSDARG00000000567	4.35	2.72	4.96	3.46	3.8	3.75	3.18	3.76	3.76	2.65	3.8	3.07
ENSDARG00000000568	21.96	24.86	26.7	16.33	14.54	30.73	24.76	11.43	15.33	12.88	17.48	12.19
ENSDARG00000000588	3.61	3.67	3.32	6.29	6.34	3.05	3.54	6.13	2.68	4.68	3.32	7.63
ENSDARG00000000606	0.42	0.33	0.36	1.07	0.55	0.13	0.31	0.94	0.6	0.82	0.59	1
ENSDARG00000000631	21.44	4.44	21.6	9.16	15.26	22.32	17.87	10.57	15.24	11.27	18.14	15.18
ENSDARG00000000638	0	0	0	0	0	0	0	0	0	0	0.22	0
ENSDARG00000000651	1.45	0.82	1.4	3.38	2.66	1.74	1.69	2.92	1.38	2.21	2.46	2.01
ENSDARG00000000656	1.63	4.09	2.23	2.99	3.35	3.09	6.65	11.81	18.52	2.07	2.22	2.35
ENSDARG00000000666	23.05	30.72	27.42	35.12	29.39	13.14	25.62	35.18	23.84	28.7	22.5	29.96
ENSDARG00000000690	1.22	1.34	1.36	1.37	1.16	0.75	2	3.5	2.33	1.22	1.54	1.79
ENSDARG00000000729	11.04	5.01	8.74	8.59	10.74	12.92	8.28	7.26	9.98	5.09	7.55	5.78
ENSDARG00000000730	3.63	6.08	3.89	5.93	3.75	2.04	6.49	6.1	5.38	5.68	7.07	6.57
ENSDARG00000000747	1.17	0.85	0.43	0.61	0.88	1.05	1.35	1.22	1.21	1.13	0.77	2.06
ENSDARG00000000760	6.93	6.83	6.07	5.02	5.26	9.69	6.15	5.38	4.65	5.69	5.19	5.33
ENSDARG00000000767	15.15	4.74	6.2	8.02	12.94	4.4	6.34	17.45	7.66	11.49	7.42	8.15
ENSDARG00000000779	18.48	25.37	25.75	22.2	24.09	24.02	22.96	29.58	20.15	23.39	26.83	24.48
ENSDARG00000000796	3.79	11.15	8.06	16.42	11.6	9.06	0.66	16.64	13.75	15.27	9.68	41.45
ENSDARG00000000804	0	0	0	0	0	0	1.38	0.34	4.48	0	0.28	0
ENSDARG00000000830	4.8	4.74	5.69	3.91	5.51	5.54	6.03	5.7	3.71	5.2	5.26	5.18
ENSDARG00000000837	1.78	1.48	2.11	4.28	3.97	1.32	3.95	5.77	6.16	2.97	3.4	1.95
ENSDARG00000000853	30.67	24.54	29.75	34.15	33.16	33.22	30.27	28.58	25.55	27.46	29.42	30.8
ENSDARG00000000857	12.03	14.85	13.29	13.78	16.68	15.02	19.26	37.28	22.27	12.9	16.36	13.2
ENSDARG00000000861	27.86	12.91	30.7	19.92	19.09	30.52	32.16	21.58	29.5	18.89	20.79	19.68
ENSDARG00000000887	0.09	0.09	0.08	0	0	0.9	0	0	0.24	0	0.08	0.23
ENSDARG00000000906	3.2	3.53	2.02	2.1	3.58	0.96	2.53	4.64	2.87	1.58	1.88	2.53
ENSDARG00000000935	6.02	2.2	5.53	2.97	3.97	5.84	5.9	4.44	5.63	4.82	4.7	3.69
ENSDARG00000000943	3.38	3.88	4.34	8.67	7.35	3.43	2.18	5.2	4.83	7.12	5.13	5.75
ENSDARG00000000966	37.22	14.96	32.49	35.52	40.85	36.95	31.81	33.25	32.73	36.2	31.03	39.81
ENSDARG00000001014	12.27	3.81	11.55	11.21	15.59	8.76	29.74	23.04	54.48	12.75	14.69	14.91
ENSDARG00000001015	16.16	2.11	14.55	11.81	19.06	12.62	16.8	15.03	22.74	18.06	15.79	14.21
ENSDARG00000001057	30.44	43.51	27.16	23.23	27.96	30.54	26.36	24.69	30.17	26	29.12	29.13
ENSDARG00000001127	32.15	0.78	7.08	19.22	66.88	4.15	11.94	35.33	23.8	17.56	31.66	47.7
ENSDARG00000001129	11.1	5.85	13.41	9.79	11.42	9.36	12.12	8.9	12.05	8.92	11.78	10.88
ENSDARG00000001154	17.74	6.5	15.74	8.52	11.68	16.11	11.35	8.07	8.8	10.09	13.98	9.99
ENSDARG00000001162	51.67	33.37	43.63	31.44	31.58	60.37	36.66	26.73	28.73	33.61	38.63	30.97
ENSDARG00000001169	4.73	11.15	6.2	3.25	3.83	10.31	4.78	5.66	3.11	6.79	3.44	2.6
ENSDARG00000001210	15.59	21.73	14.07	20.06	13.99	22.07	14.22	15.1	12.81	16.64	18.74	10.66
ENSDARG00000001220	34.09	12.07	31.59	24.09	28.57	27.99	31.12	21.55	27.34	27.1	27.08	33.71
ENSDARG00000001234	5.29	7.58	7.53	5.57	2.84	6.12	9.11	4.41	4.21	5.14	5.16	4.75
ENSDARG00000001241	67.27	88.43	63.04	54	44.94	86.06	57.89	58.92	46.87	60.19	61	46.74
ENSDARG00000001244	280.23	225.89	259.79	200.62	200.45	288.93	147.92	159.6	189.9	156.98	180.78	168.14
ENSDARG00000001249	3.88	12.96	6.21	3.19	6.41	7.3	4.24	4.44	1.97	5.32	6.45	5.43
ENSDARG00000001259	0.06	0	0.75	1.27	1	0.59	0.77	1.35	1.74	0.95	0.22	1.64
ENSDARG00000001303	3.56	6.05	4.58	2.82	3.88	2.37	14.46	19.1	32.6	3.01	1.34	4.08
ENSDARG00000001313	0.18	0	0.1	0.08	0.28	0.05	0.11	0.51	0.75	0	0.23	0.11
ENSDARG00000001354	0.08	1.74	0.31	0.14	0.41	1.05	1.35	0.93	0.69	0.12	0.55	1.01
ENSDARG00000001414	0.77	0.21	0.28	0.33	0.18	0.11	0.69	0.3	0.86	0.09	0.37	0.7
ENSDARG00000001431	3.87	0.38	0.45	0.77	0.28	0.79	0.52	1.76	27.32	0.22	0.37	0.48
ENSDARG00000001437	14.18	1.64	11.99	21.02	17.58	6.06	61.08	24.79	24.69	42.59	30.55	37.36
ENSDARG00000001442	1.35	1.53	1.47	1.75	0.74	1.48	1.23	1.37	0.59	0.37	0.95	1.01
ENSDARG00000001447	5.04	5.73	4.85	4.89	5.72	6.96	4.71	3.84	5.08	4.28	4.91	3.65
ENSDARG00000001452	0.34	0.1	0.38	0.3	0.83	0.26	0.67	1.93	1.38	0.28	0.58	0.52
ENSDARG00000001463	5.36	2.58	7.84	5.68	4.93	15.11	4.23	5.67	2.99	2.06	4.5	8.01
ENSDARG00000001470	4.72	8.28	6.06	4.22	6.58	4.99	5.03	11.47	5.93	5.08	7.27	5.72
ENSDARG00000001498	0.85	1.05	1.27	1.17	0.28	0.61	0.78	1.14	0.68	1.17	0.68	1.03
ENSDARG00000001549	1.49	0.32	1.59	0.77	0.87	1.2	2.12	1.24	1.89	0.67	0.97	0.9
ENSDARG00000001557	9.65	13.01	12.63	13.86	12	11.4	12.35	12.05	10.96	13.76	11.98	14.41
ENSDARG00000001558	1.25	0.79	1.57	1.08	1.73	0.24	1.2	2.34	4.24	0.79	1.29	1.93
ENSDARG00000001559	6.11	0.4	6.59	8.62	9.89	4.71	8.5	6.41	7.65	10.15	8.99	9.41
ENSDARG00000001572	0	0	0	0	0	0	0	0.14	0	0	0.09	0
ENSDARG00000001578	30.61	52.96	32.43	30.88	24.98	35.87	32.08	30.81	23.21	30.3	36.32	26.38
ENSDARG00000001621	4.58	1.92	5.48	3.16	2.68	7.99	2.8	3.41	4.12	2.27	3.33	2.69
ENSDARG00000001634	12.77	11.91	14.13	19.71	16.81	11.55	9.5	11.21	11.44	13.99	11.59	14.54
ENSDARG00000001656	5.07	8.73	2.06	2.7	4.54	7.61	9.46	12.61	17.4	3.21	2.37	4.23
ENSDARG00000001676	31.87	9.52	37.15	41.4	39.3	17.86	87.51	63.65	55.49	82.68	54.96	52.5
ENSDARG00000001686	1.43	0.8	1.09	1.5	1.43	1.15	0.54	1.84	0.81	0.77	4.69	2.4
ENSDARG00000001710	38.96	26.62	38.7	29.83	32.06	42.92	28.06	26.2	17.95	34.31	29.11	32.92
ENSDARG00000001712	0.43	0.2	0.83	0.39	0.4	0.66	0.54	0.61	0	0.19	0.16	0.4
ENSDARG00000001721	0.12	0.37	0.65	0.55	0.58	0.02	0.11	2.09	0.07	0.5	0.34	0.41
ENSDARG00000001729	25.55	24.77	26.29	26.82	26.94	30.11	24.53	22.46	22.26	22.19	23.24	22.4
ENSDARG00000001733	4.82	10.58	6.2	8.62	7.16	4.82	7.27	13.7	4.51	9.96	9.54	7.19
ENSDARG00000001734	15.28	24.12	17.6	14.58	13	15.13	14.53	14.46	11.12	19.44	18.04	13.69
ENSDARG00000001754	3.59	2.32	3.71	2.97	5.87	3.08	5.31	4	7.91	4.97	3.41	5.37
ENSDARG00000001760	0	0.54	0.11	0.09	0.11	0	0.06	0.06	0	0	0.13	0.04
ENSDARG00000001767	0.62	0.08	0.53	0.35	0.44	0	1.02	0.93	5.82	0.65	1.06	0.14
ENSDARG00000001769	16.19	5.17	16.42	13.32	14.35	13.38	24.69	16.92	20.42	16.97	14.98	14.91
ENSDARG00000001771	0.05	1.08	0.21	0.33	0.47	0.37	0.39	0.25	0.1	0.38	0	0.05
ENSDARG00000001776	0.08	0.37	0.34	0.4	0.54	0.24	0.58	1.07	1.49	0.93	0.3	0.62
ENSDARG00000001777	11.19	4.39	9.09	7.6	9.33	9.52	11.88	10.65	18.77	8.98	10.5	9.19
ENSDARG00000001781	3.98	0.6	0.1	3.36	5.27	3.42	6.24	5.33	6.18	3.66	2.47	5.39
ENSDARG00000001782	2.77	3.08	2.91	3.62	2.08	3.93	2.8	4.45	3.11	2.14	2.53	2.99
ENSDARG00000001785	7.63	11.9	8.75	16.37	14.74	8.99	13.11	9.49	21.67	14.77	16.67	5.81
ENSDARG00000001788	459.5	959.16	507.37	530.28	407.42	625.33	628.4	563.61	511.96	672.94	675.91	535.56
ENSDARG00000001803	6.87	2.44	3.3	6.57	6.22	3.47	3.77	5.7	4.35	4.42	4.49	8.51
ENSDARG00000001804	2.83	1.92	3.47	1.54	2.73	3.53	1.85	4.47	3.15	1.69	1.3	1.7
ENSDARG00000001807	4.99	2.25	8.18	9.66	11.46	3.16	11.68	12.02	9.79	13.01	9.94	10.13
ENSDARG00000001817	4.58	0	3.19	3.16	3.49	1.97	5.71	4.99	5.23	4.06	4.23	5.4
ENSDARG00000001818	2.06	0.47	1.91	1.09	1.7	0.92	1.79	1.92	1.32	1.32	1.61	2.77
ENSDARG00000001825	0.4	0.4	0.62	0.85	0.94	0.39	0.4	0.99	0.88	0.97	0.33	0.99
ENSDARG00000001829	81.2	85.47	89.08	59.36	55.3	119.28	42.71	46.65	38.39	39.47	45.39	39.28
ENSDARG00000001835	18.2	10.96	18.34	32.04	34.79	15.32	12.66	25.85	17.49	30.56	22.61	33.29
ENSDARG00000001857	11.69	5.25	12.24	9.32	11.31	11.52	10.92	10.73	13.85	10.24	10.53	11.34
ENSDARG00000001859	1.02	0.81	1.44	3.04	1.54	0.74	0.43	2.72	4.3	1.82	1.35	1.77
ENSDARG00000001870	0	0	0.07	0.13	0.09	0.12	0.05	1.52	0.25	0	0.07	0.02
ENSDARG00000001873	7.92	12.87	7.66	11.35	7.56	3.55	13.29	16.77	15.39	22.55	13.01	12.11
ENSDARG00000001879	2.62	2.36	3.91	0.88	2.72	2.88	5.13	3.59	9.49	1.79	2.61	1.59
ENSDARG00000001880	2.88	8.65	5.03	3.35	3.21	3.72	5.2	4.37	4.92	4.43	4.03	4.49
ENSDARG00000001881	7.49	0.12	6.5	4.22	6.47	4.85	12.43	5.07	5.5	5.18	8.11	7.28
ENSDARG00000001882	0.24	0.36	0.07	0.34	0.16	0.26	0.19	0.13	0.68	0.03	0.19	0.09
ENSDARG00000001888	8.76	6.85	8.01	9.96	14.98	6.05	10.03	12.4	10.88	9.98	8.95	18.76
ENSDARG00000001889	713.37	1544.71	689.61	690.25	907.94	672.36	682.39	811.34	877.33	785.19	728.77	1177.18
ENSDARG00000001890	22.22	20.14	25.13	25.28	26.39	19.58	29.12	32.51	29.66	24.11	25.25	24.15
ENSDARG00000001891	12.55	3.66	12.73	3.48	5.59	11.13	7.73	2.66	4.27	4.68	7.71	5.49
ENSDARG00000001897	9.01	11.51	12.34	9.04	11.05	15.14	12.02	14.07	12.52	11.41	9.38	12.44
ENSDARG00000001898	7.74	8.14	4.38	8.37	6.78	6.87	7.08	10.54	7.46	9.09	6.51	8.58
ENSDARG00000001906	1.73	0.67	0.88	1.35	3.05	0.15	0.1	2.41	0.96	0.58	0.14	2.22
ENSDARG00000001909	0.02	0	0	0.02	0.04	0	0.28	1.25	1.32	0	0.54	0.11
ENSDARG00000001910	25.44	24.37	25.65	21.26	35.53	31.54	22.42	22.56	22.22	29.01	38.83	21.36
ENSDARG00000001912	2.35	0.4	1.3	4.32	3.96	0.55	0.3	7.44	2.22	2.05	1.82	5.6
ENSDARG00000001913	0.03	0.11	0.28	0.03	0.3	0.26	0.18	0.24	0.03	0.15	0.8	0.36
ENSDARG00000001929	18.36	10.53	19.1	20.45	24.43	16.44	27.22	17.97	15.88	27.09	25.42	24.18
ENSDARG00000001930	6.4	5.66	7.91	5.83	7.7	7.02	7.17	8.19	7.42	5.84	9.21	6.7
ENSDARG00000001933	0.91	0.48	0.55	0.68	1.11	0.29	0.73	1.11	2.31	0.45	0.54	0.46
ENSDARG00000001937	0	0	0	0	0	0	0	0.04	0	0	0	0
ENSDARG00000001939	12.56	8.92	15.17	15.94	16.15	14.48	19.67	15.1	12.37	15.56	22.62	15.1
ENSDARG00000001940	34.27	38.59	32.86	28.66	32.25	35.34	24.94	33.87	21.45	23.01	27.53	24.42
ENSDARG00000001950	253.84	414.37	186.68	270.87	147.1	254.45	190.95	149.43	182.49	265.82	201.69	176.7
ENSDARG00000001953	21.54	19.02	25.95	21.62	14.02	15.17	31.98	34.83	17.08	27.34	29.46	27.55
ENSDARG00000001968	0.06	0	0.26	0.32	0.46	0	1.14	0.98	5.04	0.38	0.61	0.53
ENSDARG00000001969	3.17	1.48	3.03	3.36	4.93	3.22	2.99	4.83	3.6	2.58	2.59	4.1
ENSDARG00000001971	1.38	2.43	2.83	2.07	13.52	1.51	1.47	3.76	1.15	1.54	1.11	1.49
ENSDARG00000001975	5.47	3.76	3.68	6.54	3.33	5.36	9.16	15.03	8.71	4.01	9.2	13.55
ENSDARG00000001976	0.11	0	0.75	0.34	0.14	0.53	0.52	0.64	0.93	0.2	3.43	0.29
ENSDARG00000001993	3.17	0.03	0.14	1.83	0.07	0.33	0.16	7.92	0.17	0.01	0.05	0.13
ENSDARG00000001994	555.67	280.64	578.98	482.38	636.13	462.9	591.57	375.32	398.64	668.54	683.23	527.78
ENSDARG00000001999	0.92	0.6	0.88	1.72	0.6	0.81	1.64	0.96	0.68	1.2	1.26	0.71
ENSDARG00000002002	5.77	3.36	4.92	3.41	4.92	2.88	2.89	6.25	4.39	7.1	3.68	6.64
ENSDARG00000002006	22.45	9.01	22.31	17.97	21.94	20.12	23.32	19.8	23.97	22.51	21.22	20.94
ENSDARG00000002013	2.02	0.28	0.98	2.35	1.85	1.14	3.56	5.25	3.11	2.01	2.86	2.15
ENSDARG00000002016	9.32	16.34	11.39	10.27	8.77	11.29	10.11	11.05	9.22	11.83	9.86	9.71
ENSDARG00000002020	10.55	3.8	9.47	7.15	8.84	9.46	9.08	7.29	7.4	9.28	9.73	7.94
ENSDARG00000002021	9.08	8.58	8.45	9.42	10.72	4.24	10.24	12.46	20.16	9.07	10.58	12.79
ENSDARG00000002026	9.43	0	6.47	6.9	9.78	4.06	20.43	10.34	14.33	11.76	15.4	12.96
ENSDARG00000002037	16.3	36.32	33.65	24.92	23.53	38.45	31.47	19.75	11.21	15.53	23.17	24.75
ENSDARG00000002060	4.94	3.5	1.99	2.04	3.19	2.9	1.95	3.56	2.44	4.07	3.61	4.19
ENSDARG00000002071	9.65	2.05	9.62	9.6	11.28	4.49	11.15	9.32	13.39	7.76	8.19	12.06
ENSDARG00000002077	8.04	12.7	10.47	9.4	8.85	8.96	6.8	8.93	9.95	9.1	10.38	9.38
ENSDARG00000002082	105.16	174.23	111.75	105.38	99.09	110.31	83.07	99.25	83.2	116.64	98.17	93.01
ENSDARG00000002084	0.44	0.4	0.46	0.85	1.1	0.43	0.36	2.93	0.86	1.09	0.85	0.76
ENSDARG00000002127	40.54	36.3	39.32	38.11	43.73	42.09	33.66	35.92	28.66	35.38	41.89	33.28
ENSDARG00000002128	7.46	7.17	7.65	6.25	8.05	10.14	6.98	6.95	6.9	6.93	5.99	6.06
ENSDARG00000002131	58.9	40.33	49.6	62.65	70.85	43.97	48.78	48.25	41.78	48.94	47.2	70.11
ENSDARG00000002165	18.69	23.08	12.55	13.04	19.9	18.29	27.16	44.73	68.4	13.95	12.93	16.78
ENSDARG00000002167	25.36	10.26	13.29	51.66	35.16	9.18	28.6	40.91	19.8	33.52	17.65	43.38
ENSDARG00000002168	40.54	43.2	41.82	32.24	39.56	56.45	30.16	31.39	28.27	31.67	39.9	30.05
ENSDARG00000002172	16.19	40.29	23.31	37.98	28.72	14.06	23.29	26.53	20.99	35.74	29.49	36.4
ENSDARG00000002174	6.59	13.97	8.85	7.9	7.16	6.84	6.58	7.6	5.45	6.54	6.79	7.49
ENSDARG00000002184	19.46	13.78	15.01	18.53	18.7	15.92	14.63	19.99	14.45	17.45	17.54	16.9
ENSDARG00000002190	31.38	24.5	19.25	30.77	36.18	18.88	22.68	23.92	45.23	23.85	21.45	22.84
ENSDARG00000002192	0.21	0.18	0.45	0	0.67	0.08	0.19	0.8	0.83	0.07	0.04	0.66
ENSDARG00000002193	1.87	0	2.95	1.5	0.36	117.33	1.54	67.32	12.69	11.96	3490.93	6.04
ENSDARG00000002194	2.39	6.86	1.14	2.49	2.43	7	4.42	1.12	2.87	1.03	3.97	2.7
ENSDARG00000002196	0.97	0.23	1.36	0.89	0.65	1.21	2.48	2.5	2.87	1.03	0.47	0.58
ENSDARG00000002197	0.34	2.12	0.26	0.73	0.68	0.48	1	0.66	0.55	0.8	1.97	1.47
ENSDARG00000002204	0.47	0	0	0.28	0	0.09	0.17	0.67	0.94	0	0	0
ENSDARG00000002210	18.27	31.76	19.08	24.91	26.17	18.55	28.68	24.56	26.99	33.17	35.4	37.23
ENSDARG00000002213	0.93	0.44	0.51	1.19	2.09	0.77	1.42	2.46	3	2.33	1.33	1.42
ENSDARG00000002215	10.16	10.08	8.96	11.2	11.24	9.51	11.4	16.66	10.54	10.15	8.55	10.73
ENSDARG00000002216	2.21	0.52	1.11	19.57	3.15	1.9	2.31	33.49	6.57	9.41	2.29	2.45
ENSDARG00000002217	89.34	65.44	99.57	106.13	97.05	104.79	77.7	75.62	61.54	73.7	90.37	75.53
ENSDARG00000002219	0.4	1.09	0.91	0.72	0.94	0.44	0.62	0.66	0.5	0.71	0.45	0.54
ENSDARG00000002230	208	174.8	191.42	147.84	157.86	207.83	182.44	105.5	98.38	135.64	157.66	142.2
ENSDARG00000002231	0	0.05	0.23	0.33	0.23	0.05	1.42	1.61	3.77	0.29	0.52	0.42
ENSDARG00000002235	1.86	0.88	1.26	1.89	1.43	1.23	3.45	8.26	8.82	1.14	2.4	2.58
ENSDARG00000002240	69.29	166.16	70.14	86.05	62.33	85.64	74.57	84.28	65.45	76.74	73.06	81.23
ENSDARG00000002241	4.04	2.78	5.49	3.5	4.57	5.11	8.02	2.81	3.86	5.38	3.88	4.08
ENSDARG00000002249	11.12	9.34	12.19	11.4	10.11	11.81	11.2	9.07	7.07	10.89	11.67	13.14
ENSDARG00000002255	47.97	103.18	59.33	82.63	67.74	55.62	52.34	69.07	51.37	90.76	68.48	62.51
ENSDARG00000002259	0	0	0	0	0	0	0	9.07	0.56	0	0	0
ENSDARG00000002264	33.33	60.47	40.73	33.7	23.24	47.86	33.22	30.05	19.66	36.93	38.79	26.1
ENSDARG00000002267	20.25	19.58	21.66	18.93	18.79	22.35	19.18	22.99	20.85	21.24	22.3	23.11
ENSDARG00000002271	34.73	43.74	31.62	36.45	32.19	31.64	34.2	33.55	34.26	33.7	36.41	42.37
ENSDARG00000002285	2.04	1.15	3.6	3.36	4.13	6.66	5.91	4.07	3.74	2.41	3.55	4.1
ENSDARG00000002293	1.06	2.63	0.43	0.76	0.42	3.05	4.28	0.57	6.99	1.56	0.8	1.75
ENSDARG00000002295	0	0	0	0.09	0	0.03	0	0	0	0.03	0	0.01
ENSDARG00000002298	0.45	0.09	0.34	0.61	0.09	0.59	1.74	2.08	2.03	0.46	0.32	0.84
ENSDARG00000002299	0.73	0.3	1.04	0.99	1.06	0.95	1.81	1.73	3.13	1.63	1.59	1.86
ENSDARG00000002300	3.06	2.84	1.88	2.13	1.99	4.34	0.47	2.42	0	0.28	2.34	0.06
ENSDARG00000002304	0	0.77	0.81	0.84	1.04	0.91	1.81	1.53	5.31	1.56	0.67	1.29
ENSDARG00000002305	20.99	16.65	20.83	25	23.27	26.53	22.46	23.18	25.56	22.72	21.98	23.12
ENSDARG00000002311	0.74	0	0.14	0.56	0	0	1.02	3.46	0.13	0.25	0.51	0
ENSDARG00000002330	4.18	0.75	5.95	0.05	4.35	0.68	0.25	1.4	1.4	0	0	7.37
ENSDARG00000002332	5.43	2.38	5.16	4.61	7.02	4.29	9.44	9.86	4.93	7.11	7.43	4.89
ENSDARG00000002333	32.99	9.59	27.88	23.07	40.5	20.71	18.92	23.7	17.14	27.91	22.7	46.81
ENSDARG00000002336	0.87	0.47	1.22	0.97	1.35	0.76	1.35	4.69	1.74	0.81	1.47	1.67
ENSDARG00000002339	15.33	26.19	22.46	14.25	13.88	18.94	13.27	18.71	13.8	20.32	19.8	14.33
ENSDARG00000002344	686.77	1202.94	858.47	710.92	843.74	533.84	1019.34	1536.29	1209.31	1220.65	1062.89	1245.59
ENSDARG00000002347	0.15	0.12	0.04	0.26	0.14	0	0.24	0.34	0.24	0.07	0.07	0.03
ENSDARG00000002353	0.44	0.22	0.31	0.28	1.62	0.61	0.54	7.27	1.09	1.11	0.35	0.53
ENSDARG00000002355	0.28	0.05	0.79	0.45	1.05	1.16	0.55	0.86	0.59	0.39	0.52	0.57
ENSDARG00000002362	62.33	81.65	66.84	46.76	42.3	86.81	80.52	43.77	45.01	52.24	62.78	50.46
ENSDARG00000002365	8.4	8.82	8.74	9.85	7.13	9.44	9.93	9.93	11.35	8.03	8.72	7.76
ENSDARG00000002377	0.92	0.45	1.73	1.52	1.91	2.13	2.05	2.62	1.68	2.6	2.16	2.37
ENSDARG00000002385	1.6	1.28	2.22	2.25	1.72	1.59	2.34	2.5	3.34	1.97	1.67	2.53
ENSDARG00000002391	3.15	8.07	3.57	5.12	6.05	1.77	15.38	13.14	11.79	6.86	8.35	4.48
ENSDARG00000002396	2.04	3.49	4.3	3.8	3.03	1.64	2.31	2.69	2.32	3.02	2.36	3.45
ENSDARG00000002401	3.12	8.17	1.56	2.31	3.09	2.93	4.6	5.85	6.06	1.86	3.31	1.57
ENSDARG00000002402	7.25	11.21	9.23	9.86	11.43	9.38	8.76	9.75	8.1	10.85	9.87	10.51
ENSDARG00000002403	1.78	1.45	1.31	1.8	3.44	1.18	1.18	3.36	7.34	2.29	2.56	1.89
ENSDARG00000002405	7.42	7.37	6.58	9.52	8.7	6.11	5.55	7.94	6.98	7.69	7.8	9.05
ENSDARG00000002406	0.44	0	0.27	1.33	0.58	0.8	0.35	1.72	0.86	0.92	0.5	0.88
ENSDARG00000002411	8.17	1.56	7.88	0.8	1.22	7.63	8.52	0.56	4.6	0.67	3.04	1.54
ENSDARG00000002445	0.19	0	0.38	0.07	0.08	0.11	0.28	0.56	2.32	0.29	0.38	0.42
