gene_id	tpm_WT_1	tpm_WT_2	tpm_WT_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000012840	65.79	61.65	64.97	61.15	62.7	64.43
ENSDARG00000012848	71.44	83.04	69.53	82.34	104.99	106.71
ENSDARG00000012860	0	0	0	0.1	0	0
ENSDARG00000012866	74.73	60.23	58.01	87.77	67.88	63.79
ENSDARG00000012871	99.05	109.34	106.56	81.36	92.99	73.76
ENSDARG00000012874	34.41	32.6	33.75	37.58	40.84	38.8
ENSDARG00000012881	14.4	36.84	45.77	19.39	14.65	58.45
ENSDARG00000012887	22.15	25.1	27.88	25.45	24.92	30.44
ENSDARG00000012892	25.68	24.75	23.67	20.09	29.09	23.19
ENSDARG00000012896	107.27	92.68	66.99	69.07	99.13	48.27
ENSDARG00000012899	14.25	10.54	11.52	10.11	11.41	12.89
ENSDARG00000012903	0	0.23	0	0	0	0
ENSDARG00000012914	101.37	87.33	103.42	141.08	124.68	75.69
ENSDARG00000012915	7.62	13.13	14.71	12.56	13.41	10.65
ENSDARG00000012927	62.14	43.27	67.91	79.65	67.44	56.61
ENSDARG00000012929	17.05	14.49	15.04	24.56	20.68	29.13
ENSDARG00000012932	43.78	42.56	35.87	51.58	34.28	39.63
ENSDARG00000012942	31.71	29.25	17.49	18.59	22.91	13.02
ENSDARG00000012944	0.26	0.07	0.42	0.17	0.05	0.1
ENSDARG00000012945	2.1	2.94	1.9	5.46	2.82	5.87
ENSDARG00000012946	73.35	81.81	90.3	89.33	96.21	90.78
ENSDARG00000012949	15.35	19.59	13.33	21.16	19.04	30.59
ENSDARG00000012953	32.72	36.4	35.55	38.47	35.46	34.24
ENSDARG00000012968	1.86	3.01	3.86	5.53	2.56	0.56
ENSDARG00000012972	1.84	5.03	3.77	2.66	2.41	1.53
ENSDARG00000012981	0.16	12.93	0.64	0.43	0.26	0.8
ENSDARG00000012982	20.05	19.28	23.28	20.33	22.65	17.28
ENSDARG00000012986	2.72	3.75	2.99	3.72	4.11	2.24
ENSDARG00000012987	616.19	522.07	580.13	453.5	534.21	381.73
ENSDARG00000013000	55.37	34.87	44.18	53.5	54.42	35.96
ENSDARG00000013004	14.11	17.17	18.47	19.01	18.09	19.76
ENSDARG00000013005	19.06	15.87	13.72	9.6	20.6	3.64
ENSDARG00000013006	3.99	4.29	4.81	3.98	5.88	8.07
ENSDARG00000013009	29.61	35.85	31.38	31.4	35.71	34.73
ENSDARG00000013016	47.79	40.06	38.83	50.06	31.83	50.18
ENSDARG00000013020	63.54	61.48	73.08	49.73	73.5	37.08
ENSDARG00000013022	2.45	1.93	2.36	2.06	2.95	2.38
ENSDARG00000013023	9.38	8.08	6.71	8.71	6.77	8.42
ENSDARG00000013024	8.46	12	12.83	12.84	10.1	7.77
ENSDARG00000013025	6.21	8.78	10.31	9.63	11.49	20.77
ENSDARG00000013031	72.43	76.1	58.37	86.15	81.23	73.68
ENSDARG00000013044	238.68	242.52	206.45	205.3	137	236.37
ENSDARG00000013050	2.87	1.84	1.65	2.02	2.03	0.93
ENSDARG00000013051	0	0.11	1.14	0.12	0.59	0
ENSDARG00000013056	0.2	0	0.58	0.47	0	0.07
ENSDARG00000013057	41.26	0.09	4.57	0.2	0	0
ENSDARG00000013058	9.87	12.2	12.54	11.26	9.6	11
ENSDARG00000013063	145.52	130.85	119.33	103.06	127.49	99.62
ENSDARG00000013072	10.29	10.11	10.93	7.7	8.77	1.84
ENSDARG00000013075	50.43	50.23	42.08	49.92	48.06	62.85
ENSDARG00000013076	68.54	79.03	75.04	92.23	80.8	97.68
ENSDARG00000013078	1181.08	1124.42	1302.1	1130.49	1338.42	726.06
ENSDARG00000013079	46.56	42.38	36.43	33.4	31.05	38.84
ENSDARG00000013082	6.14	6.61	6.99	8.81	11.97	5.01
ENSDARG00000013087	2230.46	2093.55	1534.2	1052.11	1190.91	1344.46
ENSDARG00000013095	60.07	54.54	51.21	48.33	48.18	49.68
ENSDARG00000013110	97.32	115	131.61	144.93	116.29	140.45
ENSDARG00000013117	29.13	23.15	29.2	35.54	28.27	23.45
ENSDARG00000013122	26.11	23.77	25.01	31.52	34.59	32.86
ENSDARG00000013125	84.65	1.14	132.25	121.49	82.01	10.06
ENSDARG00000013128	37.65	40.48	42.82	53.1	52.74	39.28
ENSDARG00000013134	0	3.53	0.21	0.15	0.17	0.22
ENSDARG00000013144	79.24	75.97	107.12	107.15	105.91	51.66
ENSDARG00000013150	9.54	10.28	9.78	12.16	15.07	12
ENSDARG00000013161	34.49	23.79	21.98	33.54	28.12	31.82
ENSDARG00000013168	4.41	3.88	3.4	6.41	2.78	6.1
ENSDARG00000013174	6.24	12.69	8.51	12.57	7.63	4.74
ENSDARG00000013207	47.05	42.72	34.12	58.55	45.18	24.95
ENSDARG00000013210	0	0	0	0	0.22	0.41
ENSDARG00000013221	3.69	3.2	3.22	4.97	3.87	1.53
ENSDARG00000013222	7.01	6.79	5.21	7.76	7.51	5.78
ENSDARG00000013224	43.33	36.19	31.95	47.76	45.79	28.72
ENSDARG00000013227	0.19	0.86	0.67	0.5	0.19	0.2
ENSDARG00000013236	11.22	9.36	7.38	4.21	3.88	2.29
ENSDARG00000013240	1	0.63	0.17	1.09	1.48	1.12
ENSDARG00000013245	10.03	8.96	11.45	10.22	8.87	6.08
ENSDARG00000013250	36.38	38.07	27.47	29.79	33.65	34.33
ENSDARG00000013251	0.58	0.45	0.72	1.82	1.4	0.09
ENSDARG00000013252	1.36	0.8	1.06	4.75	1.05	0.5
ENSDARG00000013266	0.53	1.38	0.81	0.94	1.17	0.22
ENSDARG00000013274	10.53	11.38	8.62	9.13	11.38	7.9
ENSDARG00000013279	23.45	26.62	31.02	28.74	28.43	51.18
ENSDARG00000013292	85.69	91.12	88.28	95.41	70.86	78.18
ENSDARG00000013293	0	0.12	0.41	0.16	0.46	0.22
ENSDARG00000013295	64.61	61.54	78.05	72.67	71.32	54.15
ENSDARG00000013302	1.12	0.87	2.95	0.33	2.64	0.2
ENSDARG00000013307	1502.39	1329.86	1358.19	1365.16	1342.27	1468.08
ENSDARG00000013310	2.4	1.67	1.5	5.36	1.58	1.09
ENSDARG00000013317	182.04	193.17	133.8	159.37	140.42	152.08
ENSDARG00000013329	22.48	20.39	25	21.97	17.71	19.9
ENSDARG00000013333	112.28	116.67	86.74	94.49	76.49	81.74
ENSDARG00000013335	21.8	7.38	9.12	3.42	10.24	10.45
ENSDARG00000013343	16.01	14.12	25.06	13.81	24.45	14.58
ENSDARG00000013346	43.48	40.87	32.63	34.72	46.01	40.57
ENSDARG00000013351	456.94	636.5	497.88	582.02	734.96	702.37
ENSDARG00000013360	17.57	6.68	15.5	18.39	14.08	5.44
ENSDARG00000013371	26.21	20.76	20.15	25.11	23.4	13.07
ENSDARG00000013379	58.72	56.2	54.11	55.79	58.98	74.67
ENSDARG00000013382	80.55	95.67	61.13	86.47	101.76	113.79
ENSDARG00000013389	23.78	34.06	10.22	53.6	30.12	31.13
ENSDARG00000013393	0	39.57	0	0	0	3.04
ENSDARG00000013397	12.71	10.69	8.5	8.39	9.03	5.01
ENSDARG00000013409	2.19	3.07	2.55	4.92	1.33	2.87
ENSDARG00000013414	52.93	49.35	46.95	65.47	57.62	36.15
ENSDARG00000013415	17.7	12.7	16.52	21.98	15.42	7.56
ENSDARG00000013422	2.39	1.88	4.05	3.25	3.4	9.79
ENSDARG00000013430	19.85	33.29	33.35	27.26	14.67	3.93
ENSDARG00000013434	30.24	27.58	26.98	28.61	34.41	32.5
ENSDARG00000013438	0	0	0.12	1.79	0	0
ENSDARG00000013441	23.59	15.7	7.56	12.22	12.12	3.67
ENSDARG00000013443	154.12	158.57	173.34	152.5	179.36	133.72
ENSDARG00000013453	0.96	0.34	0.82	1.7	0.59	0.35
ENSDARG00000013457	20.37	20.59	16.21	16.6	20.82	14.7
ENSDARG00000013460	1.54	2.44	1.3	0.85	1.28	0.41
ENSDARG00000013461	9.27	10.87	7.45	7.49	10.18	6.76
ENSDARG00000013472	6.87	7.15	5.54	6.3	6.37	5.3
ENSDARG00000013475	323.09	298.57	330.21	282.52	263.13	202.77
ENSDARG00000013476	0.81	0.38	1.46	1.23	1.57	0.16
ENSDARG00000013477	19.22	31.23	48.57	17.63	18.29	80.34
ENSDARG00000013478	21.92	20.99	27.03	22.57	38.98	25.57
ENSDARG00000013491	18.21	19.09	13.08	14.81	20.26	6.78
ENSDARG00000013492	1.69	2.75	2.2	0.74	1.8	1.22
ENSDARG00000013500	45.09	40.21	48.99	42.22	51.98	24.36
ENSDARG00000013505	90.37	94.08	85.77	92.3	131.26	81.83
ENSDARG00000013522	0.59	0.52	1	0.27	0.62	0.47
ENSDARG00000013524	0.37	0.27	0.79	1.92	0.48	0.14
ENSDARG00000013526	4.27	7.75	3.76	2.19	0.63	9.15
ENSDARG00000013528	4.1	5.23	3.81	4.58	4.58	2.92
ENSDARG00000013533	17.99	0	13.04	0	0	2.66
ENSDARG00000013539	4.25	4.74	3.95	2.81	3.67	5.39
ENSDARG00000013542	34.39	32.21	24.75	47.74	43.12	30.01
ENSDARG00000013561	147.95	135.33	112.21	121.39	101.39	101.41
ENSDARG00000013575	17.57	6.73	15.72	17.92	12.59	4.41
ENSDARG00000013576	7.86	11.24	21.37	30.66	14.59	8.32
ENSDARG00000013582	62.44	60.25	63.47	65.43	66.37	70.22
ENSDARG00000013596	12.33	14.38	13.38	12.88	16.05	17.83
ENSDARG00000013598	1.96	0.38	0	0.58	0.84	0
ENSDARG00000013607	15.62	18.46	9.01	7.9	17.51	1.19
ENSDARG00000013613	45.68	30.47	42.26	43.55	36.43	16.43
ENSDARG00000013615	151.31	149.05	91.07	130.31	150.4	72.32
ENSDARG00000013623	371.72	351.5	352.84	341.5	358.1	275.31
ENSDARG00000013628	55.83	51.92	75.01	80.76	73.85	19.18
ENSDARG00000013647	2.47	1.94	2.87	2.61	2.79	0.56
ENSDARG00000013653	5.94	6.32	7.04	3.19	4.93	3.33
ENSDARG00000013655	161.15	177.86	220.02	202.89	232.49	210.09
ENSDARG00000013659	71.57	66.19	72.45	57.24	90.32	52.41
ENSDARG00000013667	30.83	28.06	30.54	33.8	27.51	28.07
ENSDARG00000013669	64	55.44	66.34	54.86	73.57	27.96
ENSDARG00000013670	22.59	24.56	29.3	33.37	46.94	15.74
ENSDARG00000013681	71.92	62.13	71.08	74.26	78.41	61.19
ENSDARG00000013685	0.11	0	0.98	0	0.13	0
ENSDARG00000013687	0.08	0.06	0.08	0.24	0.11	0.36
ENSDARG00000013704	5.41	4.66	4.24	8.06	8.18	2.07
ENSDARG00000013705	5.04	3.29	4.23	4.56	4.63	4.59
ENSDARG00000013708	69.59	69.82	66.91	79.43	82.76	84.11
ENSDARG00000013711	6.09	6.81	4.32	4.61	6.21	2.35
ENSDARG00000013719	1.08	2.1	1.68	1.55	3.34	0.6
ENSDARG00000013721	0.19	0.48	0.22	0.4	0.14	0.46
ENSDARG00000013726	20.35	20.38	18.67	14.94	17.28	18.05
ENSDARG00000013729	336.5	332.08	287.25	327.83	359.58	415.6
ENSDARG00000013730	151.32	126.13	111.99	80.26	82.28	36.8
ENSDARG00000013732	94.75	72.79	70.69	76.85	68.37	79.96
ENSDARG00000013734	22.69	21.75	21.27	30.76	34.42	31.97
ENSDARG00000013741	128.09	113.61	131.45	102.36	99.07	68.89
ENSDARG00000013749	1.32	1	0.52	0.95	0.3	1.68
ENSDARG00000013750	94.92	101.56	81.24	55.45	54.8	37.36
ENSDARG00000013752	0.94	0.2	0	2.25	0.22	1.6
ENSDARG00000013755	1.67	0.98	0.72	5.54	1.75	0.14
ENSDARG00000013763	27.6	25.71	26.92	26.02	30.38	15.82
ENSDARG00000013771	14.79	9.86	13.67	12.39	19.87	5.17
ENSDARG00000013775	0.7	0.76	0.65	0.77	0.55	1.13
ENSDARG00000013776	61.7	51.23	55.7	58.26	49.37	44.63
ENSDARG00000013777	7.71	6.55	8.89	4.3	5.52	1.08
ENSDARG00000013784	3.21	2.88	11.06	2.09	6.37	3.53
ENSDARG00000013787	41.73	48.65	71.03	53.15	67.36	53.62
ENSDARG00000013789	3.89	0.6	8.68	15.04	4.84	1.04
ENSDARG00000013794	19.72	26.18	22.25	12.32	23.37	64.24
ENSDARG00000013795	13.75	13.32	10.69	10.44	13.01	10.97
ENSDARG00000013800	23.91	23.39	22.64	28.92	19.04	24.98
ENSDARG00000013802	29.55	35.84	26.76	30.25	29	46.07
ENSDARG00000013804	141.43	157.84	161.62	158.22	129.26	150.81
ENSDARG00000013813	198.31	166.82	191.29	220.13	230.29	149.91
ENSDARG00000013822	141.77	75.9	94.75	100.25	69.22	109.45
ENSDARG00000013828	7.6	8.74	9.66	6.24	7.84	6.87
ENSDARG00000013830	25.34	19.6	21.71	18.08	25.06	15.58
ENSDARG00000013834	6.31	5.46	6.15	7.2	5.58	6.24
ENSDARG00000013837	0.1	0.89	0.28	3.98	1.4	0.1
ENSDARG00000013838	190.84	98.03	201.98	357.72	181.99	37.84
ENSDARG00000013839	2.79	2.57	3.5	2.33	2.79	1.59
ENSDARG00000013841	16.96	15.71	20.1	18.24	16.02	12.77
ENSDARG00000013842	19.72	17.25	18.74	15.42	11.49	19.44
ENSDARG00000013843	164.1	157.24	192.6	197.48	166.02	168.93
ENSDARG00000013845	13.59	15.33	14.69	16.47	12.5	15.95
ENSDARG00000013847	11.45	13.45	11.79	13.31	13.23	16.19
ENSDARG00000013853	26.57	21.82	45.38	12.63	12.14	16.58
ENSDARG00000013855	0.11	0.55	0	0.23	0.04	0.48
ENSDARG00000013856	0	0	0.27	0	0	0
ENSDARG00000013858	2.67	10.5	2.44	3	1.39	0.42
ENSDARG00000013860	7.03	7.25	5.1	14.02	7.96	7.88
ENSDARG00000013861	28.69	26.09	32.73	32.64	26.65	25.76
ENSDARG00000013863	94.55	95.97	67.23	164.71	225.13	204.16
ENSDARG00000013871	0.11	0	0	0.53	0.25	0.47
ENSDARG00000013880	23.84	23.52	33.37	24.19	25.38	28.12
ENSDARG00000013881	17.16	18.37	23.97	32.87	21.38	15.26
ENSDARG00000013892	25.47	28.2	27.06	33.24	26.97	40.08
ENSDARG00000013921	24.34	27.18	39.19	31.43	41.51	15.07
ENSDARG00000013926	14.24	7.22	23.16	65.86	9.93	2.89
ENSDARG00000013928	82.49	77.09	72.04	82.28	69.32	58.48
ENSDARG00000013931	178.59	158.44	170.38	136.97	159.41	175.35
ENSDARG00000013933	0.14	1.03	0.14	0.34	0.49	1.05
ENSDARG00000013938	119.07	103.36	99.54	108.46	105.57	93.87
ENSDARG00000013946	38.55	31.68	30.91	46.42	20.92	15.47
ENSDARG00000013950	7.19	9.47	10.02	6.24	7.24	5.7
ENSDARG00000013961	9.2	9.6	7.47	10.25	7.23	6.55
ENSDARG00000013963	0	0	0	0	0.08	0
ENSDARG00000013965	54.25	42.75	49.99	54.67	48.39	47.45
ENSDARG00000013966	43.09	57.06	39.42	57.56	40.62	48.31
ENSDARG00000013968	404.32	419.14	389.98	351.4	445.4	295.39
ENSDARG00000013973	37.27	33.38	35.64	42.19	41.5	38.02
ENSDARG00000013976	123.32	100.23	97.66	122.55	109.97	62.42
ENSDARG00000013979	217.59	215.97	233.85	214.89	179.19	207.97
ENSDARG00000013990	42.77	44.3	44.91	53.94	60.7	58.9
ENSDARG00000014003	1.85	2.78	2.43	2.04	2.36	1.22
ENSDARG00000014004	57.7	63.69	65.01	54.54	58.54	80.43
ENSDARG00000014005	4.24	4.46	3.58	6.38	5.94	11.06
ENSDARG00000014008	22.66	17.75	21.36	24.34	24.51	23.76
ENSDARG00000014013	11.85	21.37	11.2	8.01	9.34	21.86
ENSDARG00000014015	29.25	23.53	28.69	27.55	25.39	12.47
ENSDARG00000014017	20.17	19.82	15.91	18.59	20.45	16.4
ENSDARG00000014018	88.28	86.13	45.25	86.04	62.59	50.51
ENSDARG00000014024	0.77	1.24	0.93	1.98	1.64	1.09
ENSDARG00000014031	7.61	9.62	6.43	6.18	6.13	2.03
ENSDARG00000014039	0	0.02	0.2	0.08	0.02	0
ENSDARG00000014041	10.15	12.36	10.29	13.79	12.18	10.08
ENSDARG00000014047	1.28	3.5	1.56	3.32	3.54	0.4
ENSDARG00000014050	1.26	1.07	2.38	1.36	2.35	2.54
ENSDARG00000014053	551.48	495.16	514.89	805.05	656.51	503.29
ENSDARG00000014057	0.49	0.38	1.23	0.35	1.23	0.46
ENSDARG00000014058	5.67	3.64	6.69	7.86	4.18	3.14
ENSDARG00000014059	0.89	5.54	1.77	1.92	2.32	1.23
ENSDARG00000014068	270.56	235.28	279.32	303.74	292.75	211.99
ENSDARG00000014081	64.29	66.04	53.13	69.75	79.9	89.79
ENSDARG00000014083	47.38	41.72	38.81	30.33	31.16	41.26
ENSDARG00000014085	63.39	59.94	46.87	64.3	38.89	41.29
ENSDARG00000014091	2.45	10.13	9.37	4.23	5.24	2.5
ENSDARG00000014098	7.13	5	6.58	3.35	4.89	0.39
ENSDARG00000014101	6.14	6.08	7.23	4.62	4.84	1.1
ENSDARG00000014103	0.58	0.72	0.34	1.93	1.59	0.61
ENSDARG00000014106	2.93	2.86	2.59	2.99	3.89	4.1
ENSDARG00000014113	68.68	86.93	58.59	88.69	62.14	104.78
ENSDARG00000014137	70.54	68.3	69.15	64.07	73.74	66.06
ENSDARG00000014138	9.16	5.97	5.91	9.38	8.58	8.22
ENSDARG00000014139	106.34	93.51	94.23	100.82	118.09	113.52
ENSDARG00000014148	30.13	32.38	22.2	19.98	18.78	22.78
ENSDARG00000014159	39.01	47.35	39.16	40.36	42.63	44.08
ENSDARG00000014161	16.26	15.68	15.57	16.17	15.88	15.94
ENSDARG00000014165	80.97	83.14	67.32	83.97	66	65.92
ENSDARG00000014171	15.12	16.59	15.24	22.98	13.76	24.2
ENSDARG00000014179	0.89	1.38	1.77	1.06	1.3	5.66
ENSDARG00000014180	8.56	4.15	6.74	10.86	5.21	3.51
ENSDARG00000014181	15.48	18.38	13.93	7.64	13.38	8.95
ENSDARG00000014190	0	0	0	0	0.37	0
ENSDARG00000014196	0	0.57	0.41	0.99	0.32	0
ENSDARG00000014201	152.69	36.98	192.77	200.93	58.48	20.77
ENSDARG00000014208	4.12	6.54	11.02	9.59	11.87	10.71
ENSDARG00000014209	0	0	0.33	0	0	0
ENSDARG00000014215	147.33	92.18	119.73	142.26	146.62	40.96
ENSDARG00000014218	24.88	28.72	25.91	21.9	32.72	16.81
ENSDARG00000014222	111.08	91.95	99.6	110.31	119.94	101.62
ENSDARG00000014230	142.96	135.49	132.25	143.66	140.62	138.43
ENSDARG00000014232	0	0.05	0.16	0.44	0.06	0.28
ENSDARG00000014233	65.2	61.66	32.31	37.8	33.29	37.27
ENSDARG00000014239	11.4	10.89	9.21	11.58	8.14	13.08
ENSDARG00000014244	121.26	151.28	131.96	116.53	110.38	175.78
ENSDARG00000014246	1.35	1.43	1.7	1.59	1.28	1.39
ENSDARG00000014248	9.11	10.01	5.05	13.83	4.72	3.49
ENSDARG00000014259	9.37	3.16	9.09	14.43	6.87	0.99
ENSDARG00000014273	350.59	382.42	396.15	354.28	461.95	452.02
ENSDARG00000014274	13.49	13.02	7.12	11.44	10.88	26.75
ENSDARG00000014280	10.02	10.32	19.64	8.09	18.42	1.09
ENSDARG00000014287	549.35	655.02	479.51	611.87	647.42	688.37
ENSDARG00000014292	62.03	61.62	51.11	51.48	68.19	61.34
ENSDARG00000014302	42.62	54.98	65.95	60.3	61.45	57.88
ENSDARG00000014303	43.38	37	51.92	45.15	44.8	25.78
ENSDARG00000014309	0.85	1.26	0.24	0.43	0.28	1.16
ENSDARG00000014311	4.38	3.9	3.37	2.32	2.17	1.8
ENSDARG00000014313	713.78	507.3	507.23	648.88	308.44	532.71
ENSDARG00000014320	0.12	0.04	0.2	0.15	0.14	0.04
ENSDARG00000014321	0.08	2.63	0.33	0.49	0.09	4.53
ENSDARG00000014324	0.25	0.38	0.25	0.9	1.09	0.08
ENSDARG00000014329	33.28	42.71	35.33	31.22	57.43	35.33
ENSDARG00000014333	44.62	61.33	58.1	56	58.34	52
ENSDARG00000014340	0.27	0.56	1.07	0.96	0.91	0
ENSDARG00000014348	10.03	11.83	9.93	7.04	11.03	3.27
ENSDARG00000014356	0	0	0	0	0	0
ENSDARG00000014357	0.18	0	0.2	0.41	0.38	1.23
ENSDARG00000014358	0	1.01	0	0	0.12	0
ENSDARG00000014361	145.02	187.29	182.17	142.02	136.04	156.66
ENSDARG00000014366	65.44	78.82	63.83	93.86	99.24	85.35
ENSDARG00000014378	9.14	6.98	6.31	7.88	6.13	2.67
ENSDARG00000014386	7.84	9.33	6.38	5.2	5.89	2.14
ENSDARG00000014395	0	0.62	1.31	0.24	0.31	0.68
ENSDARG00000014402	0.03	0.09	0	0.22	0.07	0.19
ENSDARG00000014420	339.71	307.03	355.82	416.73	568.93	492.41
ENSDARG00000014427	0.25	0.24	0.62	0	2.4	0.74
ENSDARG00000014428	76.81	71.71	78.65	105.49	88.96	70.3
ENSDARG00000014430	68.79	53.44	63.13	64.41	69.46	46.64
ENSDARG00000014439	18.16	22.8	21.03	40.69	26.74	16.68
ENSDARG00000014462	227.76	216.48	270.26	250.55	215.43	282.39
ENSDARG00000014463	28.6	37.76	31.13	43.68	38.21	43.57
ENSDARG00000014465	0.35	1.57	0.33	0.46	0.11	0
ENSDARG00000014474	7.22	7.86	7.99	6.01	7.06	3.78
ENSDARG00000014477	2.92	3.06	8.85	9.29	9.45	2.61
ENSDARG00000014479	3	3.37	0.5	0.15	0.14	5.43
ENSDARG00000014480	0.59	0.41	1.56	1.17	1.23	0.94
ENSDARG00000014488	42.74	43.47	50.7	56.53	47.24	30.72
ENSDARG00000014490	195.17	29.94	159.45	163.56	70.06	31.08
ENSDARG00000014496	0.68	0.12	0.51	0.07	0.06	0.24
ENSDARG00000014498	43.15	54.96	52.03	52.72	49.36	44.01
ENSDARG00000014499	3.29	5.31	7.24	3.49	7.53	7.16
ENSDARG00000014506	56.64	56.67	37.55	34.94	27.54	50.69
ENSDARG00000014517	117.38	94.93	114.53	104.31	104.68	82.98
ENSDARG00000014522	30.16	24.16	19.54	25.02	24.96	16.16
ENSDARG00000014527	31.57	35.96	24.96	36.75	40.86	34.18
ENSDARG00000014531	3.25	4.61	3.81	3.45	4.55	2.93
ENSDARG00000014532	43.51	44.28	38.7	52.72	48.45	42.65
ENSDARG00000014536	139.58	148.44	122.08	158.04	147.03	163.21
ENSDARG00000014545	7.33	4.04	5.66	6.59	6.36	3.64
ENSDARG00000014550	25.88	19.3	30.25	22	30.32	11.88
ENSDARG00000014554	39.62	36.55	37.08	34	31.88	21.3
ENSDARG00000014556	50.01	34.74	46.42	53.1	38	58.54
ENSDARG00000014569	62.97	55.62	54.27	46.69	40.81	48.4
ENSDARG00000014571	524.38	401.65	369.5	600.21	450.97	191.83
ENSDARG00000014572	22.17	23.32	18.43	22.52	21.04	19.22
ENSDARG00000014577	28.24	12.01	27.85	28.01	18.53	3.24
ENSDARG00000014582	29.89	31.45	27.9	31.45	31.28	28.93
ENSDARG00000014587	1.88	3.77	2.34	3.9	2.86	0.62
ENSDARG00000014588	42.62	33.98	30.03	52.57	46.56	15.48
ENSDARG00000014591	171.1	196.43	175.83	163.38	152.14	178.43
ENSDARG00000014592	26.77	26.08	25.78	30.24	29.67	25.75
ENSDARG00000014599	4.79	3.43	3.86	1.83	2.64	2.53
ENSDARG00000014623	3.85	3.26	2.83	5.65	2.52	3.29
ENSDARG00000014624	1.76	0.95	0.87	1.09	0.27	2.43
ENSDARG00000014626	0	0.19	0.65	5.05	0	0
ENSDARG00000014634	37.42	41.43	43.79	39.61	43.95	33.97
ENSDARG00000014646	66.97	44.26	55.5	40.22	35.87	18.81
ENSDARG00000014652	22.58	18.54	33.92	37.6	41.35	3.28
ENSDARG00000014655	3.75	2.33	2.11	6.58	3.06	2.3
ENSDARG00000014657	0.65	0.67	1.28	0.51	1.53	1.37
ENSDARG00000014670	1.14	1.5	1.06	0.36	0.6	0.08
ENSDARG00000014673	45.99	39.73	21.56	21.35	26.8	32.58
ENSDARG00000014674	63.02	57.66	63.22	88.69	73.72	58.58
ENSDARG00000014675	30.53	19.52	17.13	29.06	23.24	7.57
ENSDARG00000014676	70.04	53.82	58.01	50.74	42.45	33.03
ENSDARG00000014680	33.07	22.55	25.13	22.37	27.09	7.02
ENSDARG00000014682	0	0	0	0	0	0
ENSDARG00000014685	6.4	3.15	3.32	7.41	6.73	3.69
ENSDARG00000014690	2028.5	2019.74	2063.7	2093.16	2534.35	2241.41
ENSDARG00000014692	39.54	34.24	29.16	35.67	42.49	33.92
ENSDARG00000014704	8.71	9.18	12.9	13.36	9.64	7.76
ENSDARG00000014722	0	0	0.08	0	0	0
ENSDARG00000014727	35.12	35.75	36.59	29.8	25.09	20.43
ENSDARG00000014731	137.25	118.53	113.41	140.81	110.44	94.01
ENSDARG00000014746	573.31	494.22	326.63	424.64	437.67	271.31
ENSDARG00000014761	0.15	0.31	0.6	0	0.42	0.72
ENSDARG00000014763	260.03	300.77	298.42	384.9	389.17	314.55
ENSDARG00000014770	52.25	51.23	57.71	57.12	56.57	43.42
ENSDARG00000014775	12.36	11.96	8.93	8.32	14.92	15.41
ENSDARG00000014790	24.3	23.69	25.39	27.6	28.51	19.42
ENSDARG00000014792	107.09	71.18	102.92	108.09	106.61	47.24
ENSDARG00000014793	11.6	8.32	8.03	10.85	8.47	3.94
ENSDARG00000014794	115.75	110.02	103.42	78.05	81.74	94.89
ENSDARG00000014796	6.7	4.03	4.13	7.49	5.05	3.4
ENSDARG00000014803	1.03	0.71	1.62	1.13	0.97	1
ENSDARG00000014804	4.35	3.47	8.76	6.89	8.09	4.6
ENSDARG00000014805	0	0.4	0	0	0.15	1.78
ENSDARG00000014806	83.5	90.94	66.63	88.91	107.42	109.27
ENSDARG00000014817	53.37	51.51	47.73	47.77	56.05	43.6
ENSDARG00000014825	29.88	28.4	23.05	26.88	33.31	29.5
ENSDARG00000014828	55.8	46.82	59.21	60.49	58.37	58.98
ENSDARG00000014840	0	23.04	0.06	0.07	0	0.85
ENSDARG00000014849	9.83	2.94	1.02	3.57	3.92	0
ENSDARG00000014854	10.39	15.28	17.13	10.03	21.4	5.5
ENSDARG00000014858	6.72	1.79	2.09	8.53	2.37	3.3
ENSDARG00000014866	31	29.46	35.69	38.6	22.1	41.72
ENSDARG00000014867	1004.05	925.07	957.11	952.35	928.02	1251.33
ENSDARG00000014871	139.45	132.01	149.4	140.73	180.53	60.99
ENSDARG00000014875	182.11	168.39	164.44	177.84	175.87	146.25
ENSDARG00000014891	89.74	64.7	92.01	55.44	91.03	29.57
ENSDARG00000014898	44.57	40.72	35.3	43.17	50.96	41.04
ENSDARG00000014907	9.37	9.71	7.43	10.44	6.52	3.39
ENSDARG00000014910	7.26	6.36	4.71	8	5.58	5.25
ENSDARG00000014914	134.81	151.47	156.39	152.91	155.92	95.01
ENSDARG00000014915	236.71	210.35	190.94	182.03	129.26	232.25
ENSDARG00000014916	0	0	0.16	0	0.09	0.08
ENSDARG00000014927	40.08	43.88	87.92	50.02	54.91	31.82
ENSDARG00000014929	0.86	1.71	0.5	0.77	1.02	0.27
ENSDARG00000014939	6.73	8	6.39	5.14	8.53	2.36
ENSDARG00000014941	31.61	26.04	24.46	18.86	24.59	12.01
ENSDARG00000014943	1	1	0.83	1.05	2.26	0.78
ENSDARG00000014945	37.11	40.49	38.31	43.91	50.38	41.1
ENSDARG00000014946	1.36	1.96	0.54	0.22	1.43	0.48
ENSDARG00000014953	48.67	39.52	35.07	28.67	62.46	28.23
ENSDARG00000014954	1.01	1.49	1.73	1.32	1.89	0.11
ENSDARG00000014956	18.89	17.57	15.85	14.04	13.25	17.82
