ensembl_gene_id	tpm_Tert_1	tpm_Tert_2	tpm_Tert_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000035468	17.23	13.78	11.25	17.48	14.93	13.55
ENSDARG00000035470	100.03	87.04	62.78	102.56	114.35	118.32
ENSDARG00000035471	25.89	34.79	39.53	30.75	38.41	29.82
ENSDARG00000035505	18.48	25.94	16.97	27.74	21.38	24.44
ENSDARG00000035506	8.82	7.8	31.1	4.81	3.82	1.53
ENSDARG00000035507	3.05	3.93	5.19	3.37	3.73	3.04
ENSDARG00000035508	46.86	14.62	29.68	16.89	30.16	225.79
ENSDARG00000035514	0.73	1.72	6.62	0.12	0.8	0
ENSDARG00000035515	32.7	38.15	26.47	35	35.29	34.28
ENSDARG00000035519	21.15	44.06	47.24	63.16	57.94	98.15
ENSDARG00000035521	14.18	18.17	22.93	8.51	18.36	3.57
ENSDARG00000035532	3.8	4.67	4.16	3.46	4.81	4.61
ENSDARG00000035533	0.84	3.26	3.84	2.36	2.39	0
ENSDARG00000035535	12.43	10.27	12.99	10.77	11.3	12.65
ENSDARG00000035538	26.34	24.88	16.72	30.01	25.33	24.69
ENSDARG00000035540	16.48	11.78	13.67	12.16	13.61	16.63
ENSDARG00000035544	0.44	0.34	0.34	0	0	0.29
ENSDARG00000035546	9.48	15.36	9.94	11.84	8.62	16.99
ENSDARG00000035549	74.8	88.37	61.13	116.03	99.37	122.98
ENSDARG00000035550	0.16	0.47	0.08	0	0.7	0.08
ENSDARG00000035551	1.17	3.4	0.55	1.98	5.84	4.47
ENSDARG00000035552	5.38	2.93	3.94	2.13	2.38	3.18
ENSDARG00000035553	162.59	67.5	49.98	85.14	56.14	35.6
ENSDARG00000035555	0.13	0.23	1.69	0	0	0
ENSDARG00000035556	10.04	15.69	27.49	9.08	9.98	6.09
ENSDARG00000035557	293.15	359.26	271.91	441.12	427.86	322.79
ENSDARG00000035558	57.91	50.46	40.44	58.17	68.48	85.94
ENSDARG00000035559	26.68	27.56	51.75	16.71	17.18	19.58
ENSDARG00000035560	0.39	0.37	0.75	0	0	0
ENSDARG00000035562	2.84	5.99	3.75	3.91	8.2	3.82
ENSDARG00000035563	50.15	33.11	66.83	30.25	38.78	18.06
ENSDARG00000035564	48.62	41.07	35.4	50.59	46.66	75.86
ENSDARG00000035565	6.91	7.19	8.62	6.22	6.32	5.18
ENSDARG00000035569	6.19	7.23	6.66	10.51	4.24	1.09
ENSDARG00000035570	8.76	9.27	5.43	6.73	9.25	7.7
ENSDARG00000035571	10.49	10.58	9.9	6.42	6.96	9.05
ENSDARG00000035573	18.76	33.06	24.56	23.93	23.31	34.05
ENSDARG00000035577	118.04	128.26	92.81	145.79	160.33	117.8
ENSDARG00000035578	4.67	13.33	8.92	8.84	23.36	13.84
ENSDARG00000035579	10.11	13.72	13	25.01	25.91	20.8
ENSDARG00000035595	29.38	26.23	22.27	25.67	22.98	14.63
ENSDARG00000035596	135.79	168.98	118.65	176.17	118.63	140.42
ENSDARG00000035598	44.56	45.77	87.38	29.66	46.76	6.42
ENSDARG00000035601	0	0	0.44	1.32	0.63	2.23
ENSDARG00000035602	0	0	0	0	0	0
ENSDARG00000035603	5.33	15.1	8.82	8.87	10.26	8.78
ENSDARG00000035605	16.16	14.17	18.49	20.39	20.03	27.84
ENSDARG00000035606	1.44	1.51	0.72	4	2.56	2.66
ENSDARG00000035607	15.56	15.86	15.19	11.25	20.13	9.18
ENSDARG00000035608	56.43	66.91	57.67	69.2	77.31	55.44
ENSDARG00000035609	0.92	3.79	0.45	2.13	2.54	0.59
ENSDARG00000035610	14.21	30.75	21.37	45.15	28.98	73.53
ENSDARG00000035618	12.97	11.11	8.82	11.96	11.68	18.27
ENSDARG00000035622	368.84	493.5	376.86	378.7	272.02	180.7
ENSDARG00000035625	112.42	115.43	73.77	130.78	118.82	150.67
ENSDARG00000035629	1.76	2.9	2.2	0.97	0.83	0.78
ENSDARG00000035630	15.53	24.4	20.86	25.91	37.96	15.86
ENSDARG00000035631	31.91	92.23	45.1	48.69	69.32	52.27
ENSDARG00000035632	5.94	2.08	28.25	0	0	1.1
ENSDARG00000035633	5.94	4.46	5.47	7.22	7.17	11.85
ENSDARG00000035634	27.83	20.68	28.07	22.44	22.4	28.77
ENSDARG00000035648	3.65	1.49	11.74	0.96	0.95	0.37
ENSDARG00000035649	55.83	19.32	32.34	27.29	27.33	48.42
ENSDARG00000035650	21.23	35.46	23.34	39.39	39.02	21.55
ENSDARG00000035652	10.44	7.22	28.76	3.17	13.67	1.81
ENSDARG00000035655	145.04	127.21	113.26	152.78	188.78	89.18
ENSDARG00000035660	39.93	30.89	36.1	25.34	34.24	27.55
ENSDARG00000035663	14.7	14.44	10.21	10.51	8.11	8.62
ENSDARG00000035665	21.41	10.12	8.86	9.89	5.32	10.35
ENSDARG00000035676	107.49	161.45	148.97	184.63	203.17	145.76
ENSDARG00000035677	0.49	0.67	0.47	1.47	0.32	1.71
ENSDARG00000035678	129.75	166.04	161.92	151.71	141.83	209.34
ENSDARG00000035679	64.76	78.32	50.21	52.99	46.46	70.41
ENSDARG00000035680	0	0	0	0.3	0	0
ENSDARG00000035682	7.79	9.29	10.01	6.11	6.01	1.35
ENSDARG00000035686	0.89	0.67	1.96	0.63	0.45	0.35
ENSDARG00000035692	830.51	1117.13	1128.59	768.21	898.98	909.44
ENSDARG00000035694	248.19	42.39	232.11	34.35	93.55	16.68
ENSDARG00000035695	4.86	4.9	3.88	4.05	4.08	3.7
ENSDARG00000035697	0.86	1.07	0.83	0.43	0.68	0.5
ENSDARG00000035699	16.02	23.46	23.97	25.13	21.6	18.32
ENSDARG00000035700	16.84	11.7	15.56	16.67	14.58	14.65
ENSDARG00000035715	1424.26	1952.63	1133.12	2759.04	2643.89	2467.47
ENSDARG00000035719	8.09	11.86	13.91	33.59	10.63	11.07
ENSDARG00000035732	36.36	25.1	26.84	20.12	26.54	27.38
ENSDARG00000035735	22.46	94.87	47.1	106.75	21.61	4.94
ENSDARG00000035741	159.31	125.87	139.24	182.93	176.13	175.49
ENSDARG00000035751	50.21	49.05	49.16	47.65	54.62	47.15
ENSDARG00000035763	19.22	18.29	21.88	26.73	30.1	35.48
ENSDARG00000035771	68.44	45.76	58.05	45.66	49.41	78.09
ENSDARG00000035781	13.24	12.89	12.48	12.97	12.35	14.4
ENSDARG00000035796	0.88	0.04	4.64	0	0.04	0
ENSDARG00000035797	5.32	11.34	5.66	3.58	4.75	2.4
ENSDARG00000035798	0.72	19.56	2.15	0.82	1.66	41.85
ENSDARG00000035808	172.47	121.47	101.6	178.55	179.99	185.47
ENSDARG00000035809	9.21	5.63	81.6	3.75	1.8	1.83
ENSDARG00000035810	28.9	21.17	32.84	85.97	20.21	22.7
ENSDARG00000035819	23.86	19.48	17.15	27.53	29.45	34.85
ENSDARG00000035820	0	1.02	0.51	0.3	2.33	0
ENSDARG00000035821	54.21	57.87	53.54	65.14	73.64	73.57
ENSDARG00000035823	14.83	17.64	13.78	18.62	18.93	22.83
ENSDARG00000035832	2.67	27.84	1.7	1.12	162.98	7.42
ENSDARG00000035835	17.01	15.27	28.64	19.14	17.44	14.17
ENSDARG00000035837	4.97	4.81	5.4	5.73	3.13	4.87
ENSDARG00000035852	5.81	76.82	31.73	47.59	76.44	19.41
ENSDARG00000035853	4.73	8.08	3.87	8.13	7.21	6.47
ENSDARG00000035858	21.42	25.97	45.09	11.39	9.41	9.03
ENSDARG00000035859	6.06	10.24	8.57	7.93	9.71	2.37
ENSDARG00000035860	542.2	728.86	362.89	645.93	296.74	747.25
ENSDARG00000035861	0.1	0.07	0	0	0.04	0
ENSDARG00000035862	0	0	0	0	0	0
ENSDARG00000035868	91.25	41.36	66.9	59.54	68.56	89.28
ENSDARG00000035869	305.68	305.13	248.75	320.23	341.57	350.7
ENSDARG00000035870	105.87	62.58	77.52	50.45	79.85	72.71
ENSDARG00000035871	1412.44	1770.27	1607.8	1537.37	1322.14	2040.48
ENSDARG00000035872	49.16	41.95	44.85	42.97	48.27	26.15
ENSDARG00000035873	20.49	8.65	8.47	12.81	8.77	18.1
ENSDARG00000035875	0.16	0.64	1.02	0.57	0.45	0.08
ENSDARG00000035879	6.48	10.05	11.48	6.49	5.78	4.02
ENSDARG00000035880	58.93	80.72	58.85	95.77	90.52	71.31
ENSDARG00000035882	36.89	48.28	37.44	26.83	33.89	39.71
ENSDARG00000035883	4.98	6.44	5.21	7.12	8.17	3.76
ENSDARG00000035887	32.28	23.45	25.85	28.44	27.65	22.67
ENSDARG00000035889	21.27	21.15	15.78	28.11	24.73	27.81
ENSDARG00000035890	23.77	29.72	52.16	15.95	14.78	14.54
ENSDARG00000035891	1.18	0.81	0.74	0.54	0.76	0.34
ENSDARG00000035895	40.68	28.84	26.35	35.55	60.69	11.96
ENSDARG00000035899	50.98	59.38	39.97	74.75	80.92	55.23
ENSDARG00000035904	8.08	4.75	14.47	1.42	0.99	13.62
ENSDARG00000035905	24.28	21.35	24.09	20.22	19.8	13.31
ENSDARG00000035907	156.74	226.94	167.38	338.07	323.36	171
ENSDARG00000035909	17.32	21.73	28.59	23.29	23.53	20.88
ENSDARG00000035910	17.18	10.17	10.92	10.89	13.03	20.75
ENSDARG00000035913	41.59	53.9	35.07	35.14	39.55	32.74
ENSDARG00000035914	22.05	36.87	22.57	30.73	19.71	32.44
ENSDARG00000035918	9.19	26.26	12.16	28.16	31.63	36.17
ENSDARG00000035924	36.27	37.4	42.88	35.09	31.99	33.63
ENSDARG00000035942	10.57	35.69	20.25	47.08	74.92	30.98
ENSDARG00000035944	0.32	1.99	1.34	0.3	0.42	1.12
ENSDARG00000035949	146.05	130.39	99.08	110.74	166.34	76.14
ENSDARG00000035952	6	2.21	6.39	3.89	2.82	2.08
ENSDARG00000035954	4.42	6.47	5.61	2.86	4.14	4.85
ENSDARG00000035957	2.51	1.64	3.62	3.86	2.45	2.69
ENSDARG00000035958	0	2.17	0.31	0.72	0.35	0.15
ENSDARG00000035961	5.34	8.15	9.05	14.57	14.22	4.78
ENSDARG00000035963	2.18	2.02	3.1	4.05	1.56	2.23
ENSDARG00000035966	2.43	26.98	5.63	10.74	5.02	2.54
ENSDARG00000035970	93.6	199.71	124.58	251.04	306.16	128.7
ENSDARG00000035978	15.88	17.85	16.48	15.02	18.61	15.76
ENSDARG00000035984	0	0.1	1.1	0	0	0
ENSDARG00000035985	42.89	37.47	25.43	33.62	39.86	19.13
ENSDARG00000035986	38.56	40.31	43.59	41.02	48.01	46.41
ENSDARG00000035987	25.1	26.89	26.37	22.64	17.39	17.76
ENSDARG00000035990	33.56	62.78	32.8	45.52	34.12	59.68
ENSDARG00000035993	31.39	41.53	41.57	40.82	40.25	32.45
ENSDARG00000036005	11.94	9.91	27.2	8.07	7.24	4.63
ENSDARG00000036008	99.4	116.37	72.52	152.78	153.09	69.41
ENSDARG00000036028	10.64	72.87	39.27	23.79	35.21	12.75
ENSDARG00000036031	34.23	45.8	43.49	52.85	95.05	5.14
ENSDARG00000036036	336.4	259.78	223.75	314.82	256.18	221.03
ENSDARG00000036038	10	13.24	6.21	14.26	8.66	18.86
ENSDARG00000036040	107.8	101.32	69.55	120.27	110.61	162.33
ENSDARG00000036041	0.09	0.78	0.61	0.07	0.1	0.09
ENSDARG00000036043	2.92	2.76	2.71	2.05	2.94	4.61
ENSDARG00000036044	633.45	876.2	843.39	554.54	449.51	864.05
ENSDARG00000036045	11.2	53.31	37.13	72.88	110.43	18.43
ENSDARG00000036051	0.16	0.16	0.15	0.84	0.09	0.41
ENSDARG00000036055	35.8	25.33	19.79	26.91	28.97	40.81
ENSDARG00000036056	10.28	11.5	10.63	10.26	7.99	10.82
ENSDARG00000036057	5.75	6.98	7.8	2.82	2.57	2.38
ENSDARG00000036058	84.06	97.35	87.29	149.85	120.44	93.65
ENSDARG00000036059	18.68	18.63	12.54	19.09	14.6	21.58
ENSDARG00000036060	28.54	36.37	25.57	31.97	22.07	23.31
ENSDARG00000036061	14.59	18.41	18.61	18.63	19.77	18.16
ENSDARG00000036063	42.22	44.33	32.54	46.28	46.84	44.14
ENSDARG00000036064	29.01	42.48	21.11	39.6	33.37	54.36
ENSDARG00000036065	3.11	6.15	3.32	6.35	5.56	4.03
ENSDARG00000036066	4.63	7.2	3.33	6.67	3.87	4.76
ENSDARG00000036069	17.89	16.65	13.79	20.44	14.39	22.49
ENSDARG00000036070	3.62	1	3.2	1.79	1.51	2.63
ENSDARG00000036071	22.06	22.49	17.21	18.06	17.31	27.5
ENSDARG00000036073	41.49	56.81	44.59	60.96	49.57	58.59
ENSDARG00000036074	25.74	52.92	59.76	52.22	64.6	31.67
ENSDARG00000036076	7.04	13.52	12.79	9.94	9.67	8.02
ENSDARG00000036080	204.52	263.28	168.02	267.84	270.05	190.65
ENSDARG00000036082	0.07	3.14	2.89	5.28	2.06	0.07
ENSDARG00000036084	0	0.11	0	0.26	0	0
ENSDARG00000036086	1.9	2.01	0.5	0.72	0.85	1.36
ENSDARG00000036090	8.58	10.63	13.1	6.1	7.34	2.24
ENSDARG00000036092	18.26	20.72	13.03	30.1	18.59	33.91
ENSDARG00000036094	14.72	6.61	7.82	9.62	9.08	7.63
ENSDARG00000036096	13.28	9.8	13.77	10.12	9.38	9.05
ENSDARG00000036100	12.92	13.75	13.97	14.05	13.84	12.91
ENSDARG00000036102	84.71	53.15	75.63	57.01	73.38	162.69
ENSDARG00000036104	1.59	2.98	1.77	0.19	1.51	0.17
ENSDARG00000036105	21.2	13.64	15.55	10.99	31.83	7.62
ENSDARG00000036106	18.48	32.09	11.86	16.3	29.79	8.26
ENSDARG00000036107	86.73	129.47	123.08	79.02	87.44	118.67
ENSDARG00000036109	9.4	7.4	7.32	8.51	7.92	9.37
ENSDARG00000036116	97.12	101.49	61.03	104.24	123.7	121.73
ENSDARG00000036117	5.07	2.45	2.28	5.76	1.18	8.6
ENSDARG00000036125	0.24	0.35	0.13	0	0.66	0.12
ENSDARG00000036135	10.12	8.75	8.94	3.66	8.01	4.54
ENSDARG00000036136	15.33	16.85	17.48	14.26	14.67	13.11
ENSDARG00000036139	0.13	0.38	0.06	1.04	0.28	0.53
ENSDARG00000036144	117.85	98.23	84.03	115.33	109.73	127.02
ENSDARG00000036147	21.63	18.7	10.49	25.11	26.44	20.17
ENSDARG00000036152	0.07	0	1.83	0.08	0.23	0
ENSDARG00000036155	4.17	10.99	3.41	3.6	6.05	6.82
ENSDARG00000036156	7.94	13.03	10.38	11.63	14.06	4.52
ENSDARG00000036158	20.7	22.18	18.25	20.75	20.78	15.74
ENSDARG00000036159	1.03	10.11	10.12	21.25	11.14	1.32
ENSDARG00000036161	323.23	238.84	408.39	269.67	264	377.5
ENSDARG00000036162	250.42	230.23	316.43	263.61	253.07	250.36
ENSDARG00000036164	21.38	26.12	27.83	33.61	35.94	28.89
ENSDARG00000036168	2.95	3.78	2.99	2.08	5.64	1.23
ENSDARG00000036171	0	0.27	0	0	0	0
ENSDARG00000036175	29.19	41.87	48.06	71.65	53.6	13.06
ENSDARG00000036179	26.26	16.27	21.3	13.19	11.84	5.88
ENSDARG00000036180	0.62	1.48	1.67	0.95	0.34	0.11
ENSDARG00000036186	9150.73	4402.22	5038.6	8700.52	3393.71	3719.05
ENSDARG00000036189	2.77	9.7	3.9	4.58	4.68	0.71
ENSDARG00000036190	48.72	62.53	29.03	50.04	46.33	49.47
ENSDARG00000036194	13.79	47.11	39.37	44.71	26	4.86
ENSDARG00000036212	31.45	36.53	37.97	39.96	42.98	38.09
ENSDARG00000036214	0	0.23	0	0.18	0.59	0.08
ENSDARG00000036215	1.18	0.66	0.89	1.5	2.15	1.78
ENSDARG00000036222	12.87	192.67	64.13	121.98	569.38	97.41
ENSDARG00000036227	0.25	74.44	61.97	2.45	14.69	0.77
ENSDARG00000036232	39.53	26.45	27.85	34.39	29.53	45.2
ENSDARG00000036235	11.03	10.24	9.2	10.26	13.56	13.24
ENSDARG00000036237	3.02	3.77	2.58	4.48	5.52	4.23
ENSDARG00000036239	6.28	9.73	8.51	17.78	14.08	13.95
ENSDARG00000036245	4.22	9.86	5.21	3.69	2.57	2.08
ENSDARG00000036247	0.11	0.2	0.1	0	0	0
ENSDARG00000036252	24.48	29.22	23.89	30.92	25.59	14.98
ENSDARG00000036254	0	0	0.38	0	0	0
ENSDARG00000036257	37.53	39.78	35.03	44.47	46.7	36.21
ENSDARG00000036272	0.36	2.33	2.29	1.43	1.65	0.08
ENSDARG00000036279	9.9	10.65	11.44	5.62	5.83	1.67
ENSDARG00000036281	18.11	15.89	17.13	15.48	17.66	17.67
ENSDARG00000036282	20.18	31.32	19.93	20.11	23.11	15.63
ENSDARG00000036291	5.41	69.48	16.05	13.32	76.33	2.88
ENSDARG00000036292	0.28	0.99	0	2.56	0.1	0.47
ENSDARG00000036293	3.01	1.98	3.02	2.5	3.19	5.41
ENSDARG00000036295	34.76	30.32	21.02	21.77	55.32	43.51
ENSDARG00000036298	1547.36	1937.95	1449.57	1552.17	1229.22	1954.08
ENSDARG00000036299	126.14	161.94	168.77	244.26	237.85	135.24
ENSDARG00000036304	0.69	3.86	2.32	5.69	4.81	1.86
ENSDARG00000036305	15.3	15.98	12.28	17.5	17.19	16.77
ENSDARG00000036316	1091.66	1125.72	1156.55	1082.32	927.82	1111.37
ENSDARG00000036329	123.07	116.22	58.63	98.33	66.92	164.56
ENSDARG00000036335	11.15	14.18	14.65	11.61	14.11	9.34
ENSDARG00000036337	0.97	1.5	4.13	0.11	1.25	0.11
ENSDARG00000036338	51.12	42.06	32.54	41.55	41.26	45.09
ENSDARG00000036344	39.17	67.65	96.9	125.54	88.3	51.65
ENSDARG00000036345	8.19	8.95	7	6.86	7.63	7.77
ENSDARG00000036359	21.8	25.78	23.84	22.37	24.35	32.65
ENSDARG00000036371	2.4	2.51	2.95	5.43	1.47	4.72
ENSDARG00000036375	118.18	130.29	75.64	112.53	142.73	94.35
ENSDARG00000036376	6.79	24.95	13.13	8.05	29.16	0.8
ENSDARG00000036382	5.61	4.83	11.47	1.38	0.91	1.22
ENSDARG00000036383	30.75	54.53	44.97	63.02	83.95	22.01
ENSDARG00000036386	45.3	64.35	48.97	71.8	64.37	63.74
ENSDARG00000036394	136.67	133.75	93.48	159.77	108.68	169.59
ENSDARG00000036412	0.54	1.32	1.74	3.56	1.26	0.06
ENSDARG00000036414	31	10.05	24.84	9.64	11.72	27.85
ENSDARG00000036415	15.85	20.48	9.63	9.6	14.12	7.78
ENSDARG00000036420	1.41	1.38	1.79	1.3	2.07	0.17
ENSDARG00000036422	0.68	0.18	3.85	0.09	0	0.13
ENSDARG00000036424	1.99	4.76	4.8	2.02	3.03	0.4
ENSDARG00000036426	0.93	3.45	1.69	0.57	0.93	1.38
ENSDARG00000036427	76.57	55.23	43.77	45.93	44.57	27.99
ENSDARG00000036428	0.74	2.66	0.9	1.9	0.21	0
ENSDARG00000036430	0.18	0	0	0.58	0.15	1.71
ENSDARG00000036438	234.21	206.9	207.23	234.71	224.82	221.22
ENSDARG00000036442	20.48	17.84	18.73	14.32	15.48	14.72
ENSDARG00000036445	7.6	12.86	7.21	4.76	5.9	1.83
ENSDARG00000036446	25.82	24.73	26.58	33.28	50.13	10.07
ENSDARG00000036456	30.57	29.8	62.13	9.47	8.93	11.01
ENSDARG00000036457	0.16	0.48	2.28	0.57	0.14	0
ENSDARG00000036458	0	2.27	1.29	2.31	1.97	0.15
ENSDARG00000036460	2.86	0.92	1.72	0.94	0.76	10.3
ENSDARG00000036471	0	0	0	0.14	0	0
ENSDARG00000036473	7.99	5.94	7.02	4.37	8.51	9.09
ENSDARG00000036479	0.15	0.45	0.24	0.12	0.61	0
ENSDARG00000036481	17.31	19.3	12.42	19.33	11.1	8.9
ENSDARG00000036482	128.89	128.09	126.01	150.56	141.5	164.48
ENSDARG00000036483	7.61	23.24	13.31	6.79	79.05	18.2
ENSDARG00000036489	33.37	48.46	39.18	43.06	39.28	45.24
ENSDARG00000036493	9.9	8.76	8.52	7.49	8.83	12.69
ENSDARG00000036494	4.56	5.24	4.93	4.79	5.86	5.02
ENSDARG00000036499	1.61	2.4	1.32	1.71	0.68	0.13
ENSDARG00000036500	54.87	53.91	48.01	64.22	66.95	45.26
ENSDARG00000036501	51.84	64.54	45.48	93.48	96.67	75.13
ENSDARG00000036505	263.74	264.62	220.39	408.8	377.93	260.19
ENSDARG00000036510	99.25	70.25	69.37	75.24	73.88	114.05
ENSDARG00000036541	16.36	19.88	20.65	15.16	15.31	13.55
ENSDARG00000036542	21.24	16.85	15.4	22.07	21.3	30.93
ENSDARG00000036546	12.5	14.39	17.62	22.08	21.02	3.32
ENSDARG00000036548	6.66	9.46	17.25	2.85	5.68	3.12
ENSDARG00000036549	107.31	100.82	84.6	96.39	117.36	78.94
ENSDARG00000036558	8.73	11.2	26.68	7.73	6.55	3.04
ENSDARG00000036560	16.98	11.76	10.81	19.58	21.22	14.64
ENSDARG00000036567	0.1	2.31	1.56	0.88	1.46	1.56
ENSDARG00000036569	0.83	0.83	0.81	1.46	1.5	2.01
ENSDARG00000036571	2.52	5.88	3.25	4.59	10.02	2.72
ENSDARG00000036575	11.17	7.81	8.19	7.85	10.79	12.57
ENSDARG00000036577	569.75	538.47	492.54	876.51	829.79	895.21
ENSDARG00000036584	76.39	57.21	48.57	78.81	95.53	65.37
ENSDARG00000036587	23.16	32.87	21.37	24.2	26.65	18.83
ENSDARG00000036588	169.2	255.35	253.86	76.99	108.26	85.03
ENSDARG00000036592	12.45	15.2	9.69	14.07	15.07	15.38
ENSDARG00000036593	42.31	65.99	48.01	90.22	83.96	55.69
ENSDARG00000036613	49.59	56.32	46.19	46.7	54.61	65.61
ENSDARG00000036616	1.15	7.82	2.12	0.97	1.15	1.93
ENSDARG00000036619	27.85	25.55	22.06	28.26	33.55	17.12
ENSDARG00000036625	71.26	103.58	82.05	127.54	96.98	109.48
ENSDARG00000036626	9.49	8.9	10.96	8.12	14.99	5.08
ENSDARG00000036628	392.19	709.87	493.89	234.68	323.39	140.35
ENSDARG00000036629	1562.36	2283.47	1583.44	1711.02	1334.19	2059.27
ENSDARG00000036630	77.14	107.22	39.59	42.96	67.16	14.76
ENSDARG00000036636	3.9	1.57	7.94	4.49	2.19	1
ENSDARG00000036637	1.69	3.18	2.61	2.87	1.66	2.65
ENSDARG00000036645	11.9	16.61	14.25	22.99	14.59	14.38
ENSDARG00000036650	13.47	9.94	10.58	13.76	13.44	18.36
ENSDARG00000036658	153	153.69	130.86	171.6	177.64	132.8
ENSDARG00000036670	57.19	37.73	37.84	56.07	44.05	37.2
ENSDARG00000036671	0.42	0.2	0.62	1.68	0.24	0
ENSDARG00000036675	156.67	129.38	180.35	137.63	177.29	190.08
ENSDARG00000036678	12.4	10.58	7.76	13.73	15.57	16.16
ENSDARG00000036684	117.93	87.26	56.92	108.69	45.21	87.77
ENSDARG00000036685	65.98	56.11	50.36	71.39	65.37	108.24
ENSDARG00000036687	30.67	43.27	52.83	56.4	77.51	24.9
ENSDARG00000036695	50.25	46.23	41.07	52.97	68.13	48.56
ENSDARG00000036698	61.09	37.83	52.95	49.8	48.38	69.66
ENSDARG00000036700	103.05	129.9	112.48	42.47	32.05	23.98
ENSDARG00000036704	27.31	37.71	22.91	23.94	25.75	30.81
ENSDARG00000036721	44.96	30	27.45	38.22	35.92	42.19
ENSDARG00000036722	0.43	2.4	0.79	0.4	1.55	0.77
ENSDARG00000036728	0.15	0.15	0.29	0.17	0	0
ENSDARG00000036748	0.15	0	0	0	0	0
ENSDARG00000036754	325.92	319.4	330.8	420.67	305.51	485.95
ENSDARG00000036755	7.29	9.42	6.47	9.17	9.59	8.36
ENSDARG00000036764	50.33	46.83	35.68	49.04	46.95	65.2
ENSDARG00000036767	0.02	0.12	0.35	0.06	0	0
ENSDARG00000036772	56.83	59.6	57.13	71.99	88.94	44.6
ENSDARG00000036773	1.46	1.65	7.99	4.89	2.43	2.21
ENSDARG00000036774	31.93	55.21	51.72	69.71	70.27	31.84
ENSDARG00000036775	8.8	10.5	4.77	11.32	6.46	9.39
ENSDARG00000036776	9.35	6.09	6.21	7.47	5.66	8.43
ENSDARG00000036778	29.25	34.35	31.27	35.74	36.45	30.21
ENSDARG00000036781	1.93	1.88	2.67	1.31	0.91	3.28
ENSDARG00000036784	27.74	41.65	20.66	28.59	20.08	28.67
ENSDARG00000036785	6.38	19.6	20.49	1.06	10.74	1.95
ENSDARG00000036787	4.43	15.35	8.04	3.51	5.83	2.41
ENSDARG00000036791	1.4	5.31	5.7	3.17	1.97	1
ENSDARG00000036793	5.4	4.31	4.27	4.11	5.22	3.92
ENSDARG00000036809	1.01	1.57	1.5	0.41	0.54	0.04
ENSDARG00000036811	18.69	24.68	23.95	21.16	29.15	17.38
ENSDARG00000036816	6.55	11.63	13.15	26.45	10.67	2.7
ENSDARG00000036818	0.76	1.1	1.28	0.96	1.56	2.13
ENSDARG00000036820	131.14	135.33	80.66	135.73	186.86	41.99
ENSDARG00000036826	13.87	7.86	11.48	5.93	11.46	6.92
ENSDARG00000036830	5263.25	130.81	27751.21	151.39	13.32	23.33
ENSDARG00000036831	28.73	35.25	35.19	37.45	48.36	27.6
ENSDARG00000036832	0.22	0.12	4.74	0	0	0
ENSDARG00000036834	13.37	1.37	211.32	0	0.12	0
ENSDARG00000036840	103.37	34.69	372.45	10.21	2.26	6.54
ENSDARG00000036844	5.22	5.44	3.67	5.68	4	5.7
ENSDARG00000036846	1.48	1.63	1.26	1.58	1.04	2.84
ENSDARG00000036855	2.27	1.82	1.64	0.96	1.71	1.47
ENSDARG00000036863	8.8	9.67	4.46	7.4	6.35	2.35
ENSDARG00000036864	0.66	2.24	2.61	1.1	0.92	0.15
ENSDARG00000036865	3.96	4.87	6.56	2.25	3.44	2.9
ENSDARG00000036868	14.64	19.8	10.1	21.34	16.21	11.7
ENSDARG00000036869	0	0.14	0	0.17	0.16	0.45
ENSDARG00000036870	16.01	11.32	9.32	11.62	11.43	9.8
ENSDARG00000036875	800.05	1213.97	1061.43	789.47	888.78	1043.98
ENSDARG00000036876	52.36	3.33	107.06	2.39	0	1.76
ENSDARG00000036878	15.52	17.06	16.52	25.04	22.11	18.17
ENSDARG00000036888	4.51	4.79	4.3	0.98	4.5	2.2
ENSDARG00000036893	5.17	3.44	7.07	2.88	3.51	11.91
ENSDARG00000036894	2.44	1.44	6.23	5.62	3.01	2.08
ENSDARG00000036897	3.82	0.6	4.17	0	0	0
ENSDARG00000036903	8.07	9.93	4.86	16.57	17.18	10.64
ENSDARG00000036911	69.94	72.86	55.41	73.8	79.28	34.14
ENSDARG00000036912	4.77	3.12	3.25	16.05	2.28	4.48
ENSDARG00000036913	16.43	18.38	14.98	22.89	23.16	9.62
ENSDARG00000036915	18.24	17.09	23.79	23.78	31.81	13.13
ENSDARG00000036924	17.79	19.89	18.37	26.75	24.88	21.43
ENSDARG00000036929	23.31	19.32	19.11	19.84	21.67	11.02
ENSDARG00000036930	0.32	2.83	0.43	0.67	1.12	0.27
ENSDARG00000036940	5.19	1.26	2.6	1.5	0.51	3.98
ENSDARG00000036942	28.99	11.34	76.22	2.46	3.39	0.76
ENSDARG00000036943	11.18	8.89	21.74	10.18	3.22	6.41
ENSDARG00000036944	124.89	119.83	117.93	208	308.09	117.86
ENSDARG00000036952	6.32	4.79	4.58	4.91	9.08	5.06
ENSDARG00000036956	42.62	41.33	43.56	60.99	63.51	71.99
ENSDARG00000036965	25.99	29.97	16.75	28.01	32.77	24.93
ENSDARG00000036966	106.72	50.01	76.82	37.3	40.22	26.25
ENSDARG00000036967	329.03	147.41	144.09	150	102.61	113.09
ENSDARG00000036968	2.1	0.93	2.3	0.66	0.76	2.28
